"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Yongsan-gu",11030,"Hyochang-dong",11030580,"mortality","All causes","total","per 100k population",38
2020,"Seoul",11,"Yongsan-gu",11030,"Hyochang-dong",11030580,"mortality","All causes","male","per 100k population",22
2020,"Seoul",11,"Yongsan-gu",11030,"Hyochang-dong",11030580,"mortality","All causes","female","per 100k population",16
2020,"Seoul",11,"Yongsan-gu",11030,"Yongmun-dong",11030590,"mortality","All causes","total","per 100k population",57
2020,"Seoul",11,"Yongsan-gu",11030,"Yongmun-dong",11030590,"mortality","All causes","male","per 100k population",23
2020,"Seoul",11,"Yongsan-gu",11030,"Yongmun-dong",11030590,"mortality","All causes","female","per 100k population",34
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 1(il)-dong",11030630,"mortality","All causes","total","per 100k population",111
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 1(il)-dong",11030630,"mortality","All causes","male","per 100k population",55
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 1(il)-dong",11030630,"mortality","All causes","female","per 100k population",56
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 2(i)-dong",11030640,"mortality","All causes","total","per 100k population",54
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 2(i)-dong",11030640,"mortality","All causes","male","per 100k population",21
2020,"Seoul",11,"Yongsan-gu",11030,"Ichon 2(i)-dong",11030640,"mortality","All causes","female","per 100k population",33
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 1(il)-dong",11030650,"mortality","All causes","total","per 100k population",48
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 1(il)-dong",11030650,"mortality","All causes","male","per 100k population",27
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 1(il)-dong",11030650,"mortality","All causes","female","per 100k population",21
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 2(i)-dong",11030660,"mortality","All causes","total","per 100k population",53
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 2(i)-dong",11030660,"mortality","All causes","male","per 100k population",26
2020,"Seoul",11,"Yongsan-gu",11030,"Itaewon 2(i)-dong",11030660,"mortality","All causes","female","per 100k population",27
