"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2015,21020,"male",52205,"population","all households","persons","Busan","Seo-gu"
2015,21020,"female",55994,"population","all households","persons","Busan","Seo-gu"
2015,21030,"total",86853,"population","all households","persons","Busan","Dong-gu"
2015,21030,"male",42187,"population","all households","persons","Busan","Dong-gu"
2015,21030,"female",44666,"population","all households","persons","Busan","Dong-gu"
2015,21040,"total",123438,"population","all households","persons","Busan","Yeongdo-gu"
2015,21040,"male",60484,"population","all households","persons","Busan","Yeongdo-gu"
2015,21040,"female",62954,"population","all households","persons","Busan","Yeongdo-gu"
2015,21050,"total",369477,"population","all households","persons","Busan","Busanjin-gu"
2015,21050,"male",177917,"population","all households","persons","Busan","Busanjin-gu"
2015,21050,"female",191560,"population","all households","persons","Busan","Busanjin-gu"
2015,21060,"total",257932,"population","all households","persons","Busan","Dongnae-gu"
2015,21060,"male",124735,"population","all households","persons","Busan","Dongnae-gu"
2015,21060,"female",133197,"population","all households","persons","Busan","Dongnae-gu"
2015,21070,"total",274178,"population","all households","persons","Busan","Nam-gu"
2015,21070,"male",133363,"population","all households","persons","Busan","Nam-gu"
2015,21070,"female",140815,"population","all households","persons","Busan","Nam-gu"
2015,21080,"total",293578,"population","all households","persons","Busan","Buk-gu"
2015,21080,"male",143575,"population","all households","persons","Busan","Buk-gu"
2015,21080,"female",150003,"population","all households","persons","Busan","Buk-gu"
2015,21090,"total",400416,"population","all households","persons","Busan","Haeundae-gu"
2015,21090,"male",191983,"population","all households","persons","Busan","Haeundae-gu"
2015,21090,"female",208433,"population","all households","persons","Busan","Haeundae-gu"
2015,21100,"total",324609,"population","all households","persons","Busan","Saha-gu"
2015,21100,"male",159780,"population","all households","persons","Busan","Saha-gu"
2015,21100,"female",164829,"population","all households","persons","Busan","Saha-gu"
2015,21110,"total",237418,"population","all households","persons","Busan","Geumjeong-gu"
2015,21110,"male",115181,"population","all households","persons","Busan","Geumjeong-gu"
2015,21110,"female",122237,"population","all households","persons","Busan","Geumjeong-gu"
2015,21120,"total",85225,"population","all households","persons","Busan","Gangseo-gu"
2015,21120,"male",43142,"population","all households","persons","Busan","Gangseo-gu"
2015,21120,"female",42083,"population","all households","persons","Busan","Gangseo-gu"
2015,21130,"total",199717,"population","all households","persons","Busan","Yeonjae-gu"
2015,21130,"male",96507,"population","all households","persons","Busan","Yeonjae-gu"
2015,21130,"female",103210,"population","all households","persons","Busan","Yeonjae-gu"
2015,21140,"total",170134,"population","all households","persons","Busan","Suyeong-gu"
2015,21140,"male",80523,"population","all households","persons","Busan","Suyeong-gu"
2015,21140,"female",89611,"population","all households","persons","Busan","Suyeong-gu"
2015,21150,"total",230047,"population","all households","persons","Busan","Sasang-gu"
2015,21150,"male",114793,"population","all households","persons","Busan","Sasang-gu"
2015,21150,"female",115254,"population","all households","persons","Busan","Sasang-gu"
2015,21310,"total",143188,"population","all households","persons","Busan","Gijang-gun"
2015,21310,"male",69878,"population","all households","persons","Busan","Gijang-gun"
2015,21310,"female",73310,"population","all households","persons","Busan","Gijang-gun"
2015,22010,"total",75905,"population","all households","persons","Daegu","Jung-gu"
2015,22010,"male",36511,"population","all households","persons","Daegu","Jung-gu"
2015,22010,"female",39394,"population","all households","persons","Daegu","Jung-gu"
2015,22020,"total",332834,"population","all households","persons","Daegu","Dong-gu"
2015,22020,"male",163012,"population","all households","persons","Daegu","Dong-gu"
2015,22020,"female",169822,"population","all households","persons","Daegu","Dong-gu"
2015,22030,"total",197394,"population","all households","persons","Daegu","Seo-gu"
2015,22030,"male",98027,"population","all households","persons","Daegu","Seo-gu"
2015,22030,"female",99367,"population","all households","persons","Daegu","Seo-gu"
2015,22040,"total",155760,"population","all households","persons","Daegu","Nam-gu"
2015,22040,"male",74717,"population","all households","persons","Daegu","Nam-gu"
2015,22040,"female",81043,"population","all households","persons","Daegu","Nam-gu"
2015,22050,"total",434033,"population","all households","persons","Daegu","Buk-gu"
2015,22050,"male",215382,"population","all households","persons","Daegu","Buk-gu"
2015,22050,"female",218651,"population","all households","persons","Daegu","Buk-gu"
2015,22060,"total",429471,"population","all households","persons","Daegu","Suseong-gu"
2015,22060,"male",207252,"population","all households","persons","Daegu","Suseong-gu"
2015,22060,"female",222219,"population","all households","persons","Daegu","Suseong-gu"
2015,22070,"total",586799,"population","all households","persons","Daegu","Dalseo-gu"
2015,22070,"male",288195,"population","all households","persons","Daegu","Dalseo-gu"
2015,22070,"female",298604,"population","all households","persons","Daegu","Dalseo-gu"
2015,22310,"total",179198,"population","all households","persons","Daegu","Dalseong-gun"
2015,22310,"male",89920,"population","all households","persons","Daegu","Dalseong-gun"
2015,22310,"female",89278,"population","all households","persons","Daegu","Dalseong-gun"
2015,23010,"total",107162,"population","all households","persons","Incheon","Jung-gu"
2015,23010,"male",54685,"population","all households","persons","Incheon","Jung-gu"
2015,23010,"female",52477,"population","all households","persons","Incheon","Jung-gu"
2015,23020,"total",69474,"population","all households","persons","Incheon","Dong-gu"
2015,23020,"male",34509,"population","all households","persons","Incheon","Dong-gu"
2015,23020,"female",34965,"population","all households","persons","Incheon","Dong-gu"
2015,23030,"total",393464,"population","all households","persons","Incheon","Nam-gu"
2015,23030,"male",197212,"population","all households","persons","Incheon","Nam-gu"
2015,23030,"female",196252,"population","all households","persons","Incheon","Nam-gu"
2015,23040,"total",302511,"population","all households","persons","Incheon","Yeonsu-gu"
2015,23040,"male",149386,"population","all households","persons","Incheon","Yeonsu-gu"
2015,23040,"female",153125,"population","all households","persons","Incheon","Yeonsu-gu"
2015,23050,"total",510841,"population","all households","persons","Incheon","Namdong-gu"
2015,23050,"male",251403,"population","all households","persons","Incheon","Namdong-gu"
2015,23050,"female",259438,"population","all households","persons","Incheon","Namdong-gu"
2015,23060,"total",531722,"population","all households","persons","Incheon","Bupyeong-gu"
2015,23060,"male",260640,"population","all households","persons","Incheon","Bupyeong-gu"
2015,23060,"female",271082,"population","all households","persons","Incheon","Bupyeong-gu"
2015,23070,"total",320872,"population","all households","persons","Incheon","Gyeyang-gu"
2015,23070,"male",158111,"population","all households","persons","Incheon","Gyeyang-gu"
2015,23070,"female",162761,"population","all households","persons","Incheon","Gyeyang-gu"
2015,23080,"total",481407,"population","all households","persons","Incheon","Seo-gu"
2015,23080,"male",239652,"population","all households","persons","Incheon","Seo-gu"
2015,23080,"female",241755,"population","all households","persons","Incheon","Seo-gu"
2015,23310,"total",58977,"population","all households","persons","Incheon","Ganghwa-gun"
2015,23310,"male",29167,"population","all households","persons","Incheon","Ganghwa-gun"
2015,23310,"female",29810,"population","all households","persons","Incheon","Ganghwa-gun"
2015,23320,"total",18328,"population","all households","persons","Incheon","Ongjin-gun"
2015,23320,"male",10320,"population","all households","persons","Incheon","Ongjin-gun"
2015,23320,"female",8008,"population","all households","persons","Incheon","Ongjin-gun"
2015,24010,"total",99116,"population","all households","persons","Gwangju","Dong-gu"
2015,24010,"male",49136,"population","all households","persons","Gwangju","Dong-gu"
2015,24010,"female",49980,"population","all households","persons","Gwangju","Dong-gu"
2015,24020,"total",299891,"population","all households","persons","Gwangju","Seo-gu"
2015,24020,"male",145915,"population","all households","persons","Gwangju","Seo-gu"
2015,24020,"female",153976,"population","all households","persons","Gwangju","Seo-gu"
2015,24030,"total",215067,"population","all households","persons","Gwangju","Nam-gu"
2015,24030,"male",103242,"population","all households","persons","Gwangju","Nam-gu"
2015,24030,"female",111825,"population","all households","persons","Gwangju","Nam-gu"
2015,24040,"total",443285,"population","all households","persons","Gwangju","Buk-gu"
2015,24040,"male",218387,"population","all households","persons","Gwangju","Buk-gu"
2015,24040,"female",224898,"population","all households","persons","Gwangju","Buk-gu"
2015,24050,"total",392664,"population","all households","persons","Gwangju","Gwangsan-gu"
2015,24050,"male",194889,"population","all households","persons","Gwangju","Gwangsan-gu"
2015,24050,"female",197775,"population","all households","persons","Gwangju","Gwangsan-gu"
2015,25010,"total",238875,"population","all households","persons","Daejeon","Dong-gu"
2015,25010,"male",119690,"population","all households","persons","Daejeon","Dong-gu"
2015,25010,"female",119185,"population","all households","persons","Daejeon","Dong-gu"
2015,25020,"total",245623,"population","all households","persons","Daejeon","Jung-gu"
2015,25020,"male",120413,"population","all households","persons","Daejeon","Jung-gu"
2015,25020,"female",125210,"population","all households","persons","Daejeon","Jung-gu"
2015,25030,"total",479322,"population","all households","persons","Daejeon","Seo-gu"
2015,25030,"male",233732,"population","all households","persons","Daejeon","Seo-gu"
2015,25030,"female",245590,"population","all households","persons","Daejeon","Seo-gu"
2015,25040,"total",325154,"population","all households","persons","Daejeon","Yuseong-gu"
2015,25040,"male",163573,"population","all households","persons","Daejeon","Yuseong-gu"
2015,25040,"female",161581,"population","all households","persons","Daejeon","Yuseong-gu"
2015,25050,"total",192272,"population","all households","persons","Daejeon","Daedeok-gu"
2015,25050,"male",96447,"population","all households","persons","Daejeon","Daedeok-gu"
2015,25050,"female",95825,"population","all households","persons","Daejeon","Daedeok-gu"
2015,26010,"total",230534,"population","all households","persons","Ulsan","Jung-gu"
2015,26010,"male",116019,"population","all households","persons","Ulsan","Jung-gu"
2015,26010,"female",114515,"population","all households","persons","Ulsan","Jung-gu"
2015,26020,"total",330190,"population","all households","persons","Ulsan","Nam-gu"
2015,26020,"male",166675,"population","all households","persons","Ulsan","Nam-gu"
2015,26020,"female",163515,"population","all households","persons","Ulsan","Nam-gu"
2015,26030,"total",165804,"population","all households","persons","Ulsan","Dong-gu"
2015,26030,"male",86498,"population","all households","persons","Ulsan","Dong-gu"
2015,26030,"female",79306,"population","all households","persons","Ulsan","Dong-gu"
2015,26040,"total",181642,"population","all households","persons","Ulsan","Buk-gu"
2015,26040,"male",92512,"population","all households","persons","Ulsan","Buk-gu"
2015,26040,"female",89130,"population","all households","persons","Ulsan","Buk-gu"
2015,26310,"total",204914,"population","all households","persons","Ulsan","Ulju-gun"
2015,26310,"male",103865,"population","all households","persons","Ulsan","Ulju-gun"
2015,26310,"female",101049,"population","all households","persons","Ulsan","Ulju-gun"
2015,29010,"total",193366,"population","all households","persons","Sejong","Sejong-si"
2015,29010,"male",96208,"population","all households","persons","Sejong","Sejong-si"
2015,29010,"female",97158,"population","all households","persons","Sejong","Sejong-si"
