"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2010,34380,"female",27006,"population","all households","persons","Chungcheongnam-do","Taean-gun"
2010,34390,"total",137262,"population","all households","persons","Chungcheongnam-do","Dangjin-gun"
2010,34390,"male",73296,"population","all households","persons","Chungcheongnam-do","Dangjin-gun"
2010,34390,"female",63966,"population","all households","persons","Chungcheongnam-do","Dangjin-gun"
2010,35010,"total",628421,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2010,35010,"male",305161,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2010,35010,"female",323260,"population","all households","persons","Jeollabuk-do","Jeonju-si"
2010,35011,"total",350399,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2010,35011,"male",169082,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2010,35011,"female",181317,"population","all households","persons","Jeollabuk-do","Wansan-gu"
2010,35012,"total",278022,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2010,35012,"male",136079,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2010,35012,"female",141943,"population","all households","persons","Jeollabuk-do","Deokjin-gu"
2010,35020,"total",252293,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2010,35020,"male",126163,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2010,35020,"female",126130,"population","all households","persons","Jeollabuk-do","Gunsan-si"
2010,35030,"total",285238,"population","all households","persons","Jeollabuk-do","Iksan-si"
2010,35030,"male",139602,"population","all households","persons","Jeollabuk-do","Iksan-si"
2010,35030,"female",145636,"population","all households","persons","Jeollabuk-do","Iksan-si"
2010,35040,"total",106134,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2010,35040,"male",50295,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2010,35040,"female",55839,"population","all households","persons","Jeollabuk-do","Jeongeup-si"
2010,35050,"total",76215,"population","all households","persons","Jeollabuk-do","Namwon-si"
2010,35050,"male",35842,"population","all households","persons","Jeollabuk-do","Namwon-si"
2010,35050,"female",40373,"population","all households","persons","Jeollabuk-do","Namwon-si"
2010,35060,"total",79423,"population","all households","persons","Jeollabuk-do","Gimje-si"
2010,35060,"male",37372,"population","all households","persons","Jeollabuk-do","Gimje-si"
2010,35060,"female",42051,"population","all households","persons","Jeollabuk-do","Gimje-si"
2010,35310,"total",77583,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2010,35310,"male",39107,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2010,35310,"female",38476,"population","all households","persons","Jeollabuk-do","Wanju-gun"
2010,35320,"total",19821,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2010,35320,"male",9388,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2010,35320,"female",10433,"population","all households","persons","Jeollabuk-do","Jinan-gun"
2010,35330,"total",21358,"population","all households","persons","Jeollabuk-do","Muju-gun"
2010,35330,"male",10175,"population","all households","persons","Jeollabuk-do","Muju-gun"
2010,35330,"female",11183,"population","all households","persons","Jeollabuk-do","Muju-gun"
2010,35340,"total",18901,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2010,35340,"male",8880,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2010,35340,"female",10021,"population","all households","persons","Jeollabuk-do","Jangsu-gun"
2010,35350,"total",23130,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2010,35350,"male",10716,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2010,35350,"female",12414,"population","all households","persons","Jeollabuk-do","Imsil-gun"
2010,35360,"total",24155,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2010,35360,"male",10981,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2010,35360,"female",13174,"population","all households","persons","Jeollabuk-do","Sunchang-gun"
2010,35370,"total",50654,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2010,35370,"male",23382,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2010,35370,"female",27272,"population","all households","persons","Jeollabuk-do","Gochang-gun"
2010,35380,"total",49538,"population","all households","persons","Jeollabuk-do","Buan-gun"
2010,35380,"male",22988,"population","all households","persons","Jeollabuk-do","Buan-gun"
2010,35380,"female",26550,"population","all households","persons","Jeollabuk-do","Buan-gun"
2010,36010,"total",244071,"population","all households","persons","Jeollanam-do","Mokpo-si"
2010,36010,"male",120072,"population","all households","persons","Jeollanam-do","Mokpo-si"
2010,36010,"female",123999,"population","all households","persons","Jeollanam-do","Mokpo-si"
2010,36020,"total",264635,"population","all households","persons","Jeollanam-do","Yeosu-si"
2010,36020,"male",130815,"population","all households","persons","Jeollanam-do","Yeosu-si"
2010,36020,"female",133820,"population","all households","persons","Jeollanam-do","Yeosu-si"
2010,36030,"total",251835,"population","all households","persons","Jeollanam-do","Suncheon-si"
2010,36030,"male",122954,"population","all households","persons","Jeollanam-do","Suncheon-si"
2010,36030,"female",128881,"population","all households","persons","Jeollanam-do","Suncheon-si"
2010,36040,"total",73360,"population","all households","persons","Jeollanam-do","Naju-si"
2010,36040,"male",34317,"population","all households","persons","Jeollanam-do","Naju-si"
2010,36040,"female",39043,"population","all households","persons","Jeollanam-do","Naju-si"
2010,36060,"total",135736,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2010,36060,"male",69659,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2010,36060,"female",66077,"population","all households","persons","Jeollanam-do","Gwangyang-si"
2010,36310,"total",38438,"population","all households","persons","Jeollanam-do","Damyang-gun"
2010,36310,"male",18208,"population","all households","persons","Jeollanam-do","Damyang-gun"
2010,36310,"female",20230,"population","all households","persons","Jeollanam-do","Damyang-gun"
2010,36320,"total",25402,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2010,36320,"male",11497,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2010,36320,"female",13905,"population","all households","persons","Jeollanam-do","Gokseong-gun"
2010,36330,"total",21792,"population","all households","persons","Jeollanam-do","Gurye-gun"
2010,36330,"male",10019,"population","all households","persons","Jeollanam-do","Gurye-gun"
2010,36330,"female",11773,"population","all households","persons","Jeollanam-do","Gurye-gun"
2010,36350,"total",61884,"population","all households","persons","Jeollanam-do","Goheung-gun"
2010,36350,"male",28017,"population","all households","persons","Jeollanam-do","Goheung-gun"
2010,36350,"female",33867,"population","all households","persons","Jeollanam-do","Goheung-gun"
2010,36360,"total",39044,"population","all households","persons","Jeollanam-do","Boseong-gun"
2010,36360,"male",17594,"population","all households","persons","Jeollanam-do","Boseong-gun"
2010,36360,"female",21450,"population","all households","persons","Jeollanam-do","Boseong-gun"
2010,36370,"total",60041,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2010,36370,"male",28049,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2010,36370,"female",31992,"population","all households","persons","Jeollanam-do","Hwasun-gun"
2010,36380,"total",34944,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2010,36380,"male",16054,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2010,36380,"female",18890,"population","all households","persons","Jeollanam-do","Jangheung-gun"
2010,36390,"total",32369,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2010,36390,"male",14688,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2010,36390,"female",17681,"population","all households","persons","Jeollanam-do","Gangjin-gun"
2010,36400,"total",63729,"population","all households","persons","Jeollanam-do","Haenam-gun"
2010,36400,"male",29670,"population","all households","persons","Jeollanam-do","Haenam-gun"
2010,36400,"female",34059,"population","all households","persons","Jeollanam-do","Haenam-gun"
2010,36410,"total",55034,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2010,36410,"male",28524,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2010,36410,"female",26510,"population","all households","persons","Jeollanam-do","Yeongam-gun"
2010,36420,"total",63144,"population","all households","persons","Jeollanam-do","Muan-gun"
2010,36420,"male",30365,"population","all households","persons","Jeollanam-do","Muan-gun"
2010,36420,"female",32779,"population","all households","persons","Jeollanam-do","Muan-gun"
2010,36430,"total",29572,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2010,36430,"male",13712,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2010,36430,"female",15860,"population","all households","persons","Jeollanam-do","Hampyeong-gun"
2010,36440,"total",46358,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2010,36440,"male",21781,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2010,36440,"female",24577,"population","all households","persons","Jeollanam-do","Yeonggwang-gun"
2010,36450,"total",35498,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2010,36450,"male",16825,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2010,36450,"female",18673,"population","all households","persons","Jeollanam-do","Jangseong-gun"
2010,36460,"total",46217,"population","all households","persons","Jeollanam-do","Wando-gun"
2010,36460,"male",21958,"population","all households","persons","Jeollanam-do","Wando-gun"
2010,36460,"female",24259,"population","all households","persons","Jeollanam-do","Wando-gun"
2010,36470,"total",28141,"population","all households","persons","Jeollanam-do","Jindo-gun"
2010,36470,"male",12985,"population","all households","persons","Jeollanam-do","Jindo-gun"
2010,36470,"female",15156,"population","all households","persons","Jeollanam-do","Jindo-gun"
2010,36480,"total",32750,"population","all households","persons","Jeollanam-do","Sinan-gun"
2010,36480,"male",15961,"population","all households","persons","Jeollanam-do","Sinan-gun"
2010,36480,"female",16789,"population","all households","persons","Jeollanam-do","Sinan-gun"
2010,37010,"total",494306,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2010,37010,"male",246580,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2010,37010,"female",247726,"population","all households","persons","Gyeongsangbuk-do","Pohang-si"
2010,37011,"total",244322,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2010,37011,"male",123924,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2010,37011,"female",120398,"population","all households","persons","Gyeongsangbuk-do","Nam-gu"
2010,37012,"total",249984,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2010,37012,"male",122656,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2010,37012,"female",127328,"population","all households","persons","Gyeongsangbuk-do","Buk-gu"
2010,37020,"total",246894,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2010,37020,"male",120803,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2010,37020,"female",126091,"population","all households","persons","Gyeongsangbuk-do","Gyeongju-si"
2010,37030,"total",121936,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2010,37030,"male",58696,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2010,37030,"female",63240,"population","all households","persons","Gyeongsangbuk-do","Gimcheon-si"
2010,37040,"total",156309,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2010,37040,"male",75400,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2010,37040,"female",80909,"population","all households","persons","Gyeongsangbuk-do","Andong-si"
2010,37050,"total",391841,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2010,37050,"male",199934,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2010,37050,"female",191907,"population","all households","persons","Gyeongsangbuk-do","Gumi-si"
2010,37060,"total",102535,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2010,37060,"male",49451,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2010,37060,"female",53084,"population","all households","persons","Gyeongsangbuk-do","Yeongju-si"
2010,37070,"total",90852,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2010,37070,"male",43719,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2010,37070,"female",47133,"population","all households","persons","Gyeongsangbuk-do","Yeongcheon-si"
2010,37080,"total",95094,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2010,37080,"male",45270,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2010,37080,"female",49824,"population","all households","persons","Gyeongsangbuk-do","Sangju-si"
2010,37090,"total",66466,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2010,37090,"male",31627,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2010,37090,"female",34839,"population","all households","persons","Gyeongsangbuk-do","Mungyeong-si"
2010,37100,"total",248938,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2010,37100,"male",123882,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2010,37100,"female",125056,"population","all households","persons","Gyeongsangbuk-do","Gyeongsan-si"
2010,37310,"total",19386,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2010,37310,"male",9009,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2010,37310,"female",10377,"population","all households","persons","Gyeongsangbuk-do","Gunwi-gun"
2010,37320,"total",49907,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2010,37320,"male",22785,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2010,37320,"female",27122,"population","all households","persons","Gyeongsangbuk-do","Uiseong-gun"
2010,37330,"total",23434,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2010,37330,"male",11093,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2010,37330,"female",12341,"population","all households","persons","Gyeongsangbuk-do","Cheongseong-gun"
2010,37340,"total",16029,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2010,37340,"male",7524,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2010,37340,"female",8505,"population","all households","persons","Gyeongsangbuk-do","Yeongyang-gun"
2010,37350,"total",35892,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2010,37350,"male",16342,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2010,37350,"female",19550,"population","all households","persons","Gyeongsangbuk-do","Yeongdeok-gun"
2010,37360,"total",36201,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2010,37360,"male",16484,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2010,37360,"female",19717,"population","all households","persons","Gyeongsangbuk-do","Cheongdo-gun"
2010,37370,"total",30566,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2010,37370,"male",14820,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2010,37370,"female",15746,"population","all households","persons","Gyeongsangbuk-do","Goryeong-gun"
2010,37380,"total",35014,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2010,37380,"male",16598,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2010,37380,"female",18416,"population","all households","persons","Gyeongsangbuk-do","Seongju-gun"
2010,37390,"total",107038,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2010,37390,"male",54300,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2010,37390,"female",52738,"population","all households","persons","Gyeongsangbuk-do","Chilgok-gun"
2010,37400,"total",41617,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2010,37400,"male",19343,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2010,37400,"female",22274,"population","all households","persons","Gyeongsangbuk-do","Yecheon-gun"
2010,37410,"total",30654,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2010,37410,"male",14833,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2010,37410,"female",15821,"population","all households","persons","Gyeongsangbuk-do","Bonghwa-gun"
2010,37420,"total",46308,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2010,37420,"male",22410,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2010,37420,"female",23898,"population","all households","persons","Gyeongsangbuk-do","Uljin-gun"
2010,37430,"total",7804,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2010,37430,"male",3982,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2010,37430,"female",3822,"population","all households","persons","Gyeongsangbuk-do","Ulleung-gun"
2010,38030,"total",325106,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2010,38030,"male",158036,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2010,38030,"female",167070,"population","all households","persons","Gyeongsangnam-do","Jinju-si"
2010,38050,"total",127792,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2010,38050,"male",64494,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2010,38050,"female",63298,"population","all households","persons","Gyeongsangnam-do","Tongyeong-si"
2010,38060,"total",104192,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2010,38060,"male",51054,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2010,38060,"female",53138,"population","all households","persons","Gyeongsangnam-do","Sacheon-si"
2010,38070,"total",476440,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2010,38070,"male",236713,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2010,38070,"female",239727,"population","all households","persons","Gyeongsangnam-do","Gimhae-si"
2010,38080,"total",95444,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2010,38080,"male",44890,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2010,38080,"female",50554,"population","all households","persons","Gyeongsangnam-do","Miryang-si"
2010,38090,"total",227310,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2010,38090,"male",122738,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2010,38090,"female",104572,"population","all households","persons","Gyeongsangnam-do","Geojae-si"
2010,38100,"total",242808,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2010,38100,"male",119340,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2010,38100,"female",123468,"population","all households","persons","Gyeongsangnam-do","Yangsan-si"
2010,38110,"total",1024653,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2010,38110,"male",511747,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2010,38110,"female",512906,"population","all households","persons","Gyeongsangnam-do","Changwon-si"
2010,38111,"total",235216,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2010,38111,"male",118277,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2010,38111,"female",116939,"population","all households","persons","Gyeongsangnam-do","Uichang-gu"
2010,38112,"total",239442,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2010,38112,"male",120684,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2010,38112,"female",118758,"population","all households","persons","Gyeongsangnam-do","Seongsan-gu"
2010,38113,"total",171820,"population","all households","persons","Gyeongsangnam-do","Masanhappo-gu"
2010,38113,"male",83844,"population","all households","persons","Gyeongsangnam-do","Masanhappo-gu"
2010,38113,"female",87976,"population","all households","persons","Gyeongsangnam-do","Masanhappo-gu"
2010,38114,"total",212567,"population","all households","persons","Gyeongsangnam-do","Masanhoewon-gu"
2010,38114,"male",105612,"population","all households","persons","Gyeongsangnam-do","Masanhoewon-gu"
2010,38114,"female",106955,"population","all households","persons","Gyeongsangnam-do","Masanhoewon-gu"
2010,38115,"total",165608,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2010,38115,"male",83330,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2010,38115,"female",82278,"population","all households","persons","Gyeongsangnam-do","Jinhae-gu"
2010,38310,"total",24443,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2010,38310,"male",11056,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2010,38310,"female",13387,"population","all households","persons","Gyeongsangnam-do","Uiryeong-gun"
2010,38320,"total",58925,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2010,38320,"male",28920,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2010,38320,"female",30005,"population","all households","persons","Gyeongsangnam-do","Haman-gun"
2010,38330,"total",52516,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2010,38330,"male",24527,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2010,38330,"female",27989,"population","all households","persons","Gyeongsangnam-do","Changnyeong-gun"
2010,38340,"total",50146,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2010,38340,"male",24734,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2010,38340,"female",25412,"population","all households","persons","Gyeongsangnam-do","Goseong-gun"
2010,38350,"total",42181,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2010,38350,"male",19146,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2010,38350,"female",23035,"population","all households","persons","Gyeongsangnam-do","Namhae-gun"
2010,38360,"total",41235,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2010,38360,"male",19033,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2010,38360,"female",22202,"population","all households","persons","Gyeongsangnam-do","Hadong-gun"
2010,38370,"total",31538,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2010,38370,"male",14448,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2010,38370,"female",17090,"population","all households","persons","Gyeongsangnam-do","Sancheong-gun"
2010,38380,"total",36499,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2010,38380,"male",16727,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2010,38380,"female",19772,"population","all households","persons","Gyeongsangnam-do","Hamyang-gun"
2010,38390,"total",55159,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2010,38390,"male",25772,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2010,38390,"female",29387,"population","all households","persons","Gyeongsangnam-do","Geochang-gun"
2010,38400,"total",42268,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2010,38400,"male",18887,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2010,38400,"female",23381,"population","all households","persons","Gyeongsangnam-do","Hapcheon-gun"
2010,39010,"total",392174,"population","all households","persons","Jeju-do","Jeju-si"
2010,39010,"male",191815,"population","all households","persons","Jeju-do","Jeju-si"
2010,39010,"female",200359,"population","all households","persons","Jeju-do","Jeju-si"
2010,39020,"total",127414,"population","all households","persons","Jeju-do","Seogwipo-si"
2010,39020,"male",62012,"population","all households","persons","Jeju-do","Seogwipo-si"
2010,39020,"female",65402,"population","all households","persons","Jeju-do","Seogwipo-si"
2015,11010,"total",143202,"population","all households","persons","Seoul","Jongno-gu"
2015,11010,"male",69452,"population","all households","persons","Seoul","Jongno-gu"
2015,11010,"female",73750,"population","all households","persons","Seoul","Jongno-gu"
2015,11020,"total",116867,"population","all households","persons","Seoul","Jung-gu"
2015,11020,"male",57363,"population","all households","persons","Seoul","Jung-gu"
2015,11020,"female",59504,"population","all households","persons","Seoul","Jung-gu"
2015,11030,"total",212139,"population","all households","persons","Seoul","Yongsan-gu"
2015,11030,"male",101309,"population","all households","persons","Seoul","Yongsan-gu"
2015,11030,"female",110830,"population","all households","persons","Seoul","Yongsan-gu"
2015,11040,"total",282750,"population","all households","persons","Seoul","Seongdong-gu"
2015,11040,"male",138398,"population","all households","persons","Seoul","Seongdong-gu"
2015,11040,"female",144352,"population","all households","persons","Seoul","Seongdong-gu"
2015,11050,"total",345999,"population","all households","persons","Seoul","Gwangjin-gu"
2015,11050,"male",167833,"population","all households","persons","Seoul","Gwangjin-gu"
2015,11050,"female",178166,"population","all households","persons","Seoul","Gwangjin-gu"
2015,11060,"total",346129,"population","all households","persons","Seoul","Dongdaemun-gu"
2015,11060,"male",170850,"population","all households","persons","Seoul","Dongdaemun-gu"
2015,11060,"female",175279,"population","all households","persons","Seoul","Dongdaemun-gu"
2015,11070,"total",394200,"population","all households","persons","Seoul","Jungnang-gu"
2015,11070,"male",193349,"population","all households","persons","Seoul","Jungnang-gu"
2015,11070,"female",200851,"population","all households","persons","Seoul","Jungnang-gu"
2015,11080,"total",438073,"population","all households","persons","Seoul","Seongbuk-gu"
2015,11080,"male",211333,"population","all households","persons","Seoul","Seongbuk-gu"
2015,11080,"female",226740,"population","all households","persons","Seoul","Seongbuk-gu"
2015,11090,"total",312511,"population","all households","persons","Seoul","Gangbuk-gu"
2015,11090,"male",151519,"population","all households","persons","Seoul","Gangbuk-gu"
2015,11090,"female",160992,"population","all households","persons","Seoul","Gangbuk-gu"
2015,11100,"total",333873,"population","all households","persons","Seoul","Dobong-gu"
2015,11100,"male",161800,"population","all households","persons","Seoul","Dobong-gu"
2015,11100,"female",172073,"population","all households","persons","Seoul","Dobong-gu"
2015,11110,"total",550823,"population","all households","persons","Seoul","Nowon-gu"
2015,11110,"male",265164,"population","all households","persons","Seoul","Nowon-gu"
2015,11110,"female",285659,"population","all households","persons","Seoul","Nowon-gu"
2015,11120,"total",468453,"population","all households","persons","Seoul","Eunpyeong-gu"
2015,11120,"male",225059,"population","all households","persons","Seoul","Eunpyeong-gu"
2015,11120,"female",243394,"population","all households","persons","Seoul","Eunpyeong-gu"
2015,11130,"total",292485,"population","all households","persons","Seoul","Seodaemun-gu"
2015,11130,"male",139622,"population","all households","persons","Seoul","Seodaemun-gu"
2015,11130,"female",152863,"population","all households","persons","Seoul","Seodaemun-gu"
2015,11140,"total",369969,"population","all households","persons","Seoul","Mapo-gu"
2015,11140,"male",175562,"population","all households","persons","Seoul","Mapo-gu"
2015,11140,"female",194407,"population","all households","persons","Seoul","Mapo-gu"
2015,11150,"total",456155,"population","all households","persons","Seoul","Yangcheon-gu"
2015,11150,"male",222577,"population","all households","persons","Seoul","Yangcheon-gu"
2015,11150,"female",233578,"population","all households","persons","Seoul","Yangcheon-gu"
2015,11160,"total",559220,"population","all households","persons","Seoul","Gangseo-gu"
2015,11160,"male",269836,"population","all households","persons","Seoul","Gangseo-gu"
2015,11160,"female",289384,"population","all households","persons","Seoul","Gangseo-gu"
2015,11170,"total",404550,"population","all households","persons","Seoul","Guro-gu"
2015,11170,"male",199236,"population","all households","persons","Seoul","Guro-gu"
2015,11170,"female",205314,"population","all households","persons","Seoul","Guro-gu"
2015,11180,"total",224293,"population","all households","persons","Seoul","Geumcheon-gu"
2015,11180,"male",112722,"population","all households","persons","Seoul","Geumcheon-gu"
2015,11180,"female",111571,"population","all households","persons","Seoul","Geumcheon-gu"
2015,11190,"total",355558,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2015,11190,"male",174711,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2015,11190,"female",180847,"population","all households","persons","Seoul","Yeongdeungpo-gu"
2015,11200,"total",387253,"population","all households","persons","Seoul","Dongjak-gu"
2015,11200,"male",188467,"population","all households","persons","Seoul","Dongjak-gu"
2015,11200,"female",198786,"population","all households","persons","Seoul","Dongjak-gu"
2015,11210,"total",492229,"population","all households","persons","Seoul","Gwanak-gu"
2015,11210,"male",246076,"population","all households","persons","Seoul","Gwanak-gu"
2015,11210,"female",246153,"population","all households","persons","Seoul","Gwanak-gu"
2015,11220,"total",411904,"population","all households","persons","Seoul","Seocho-gu"
2015,11220,"male",195725,"population","all households","persons","Seoul","Seocho-gu"
2015,11220,"female",216179,"population","all households","persons","Seoul","Seocho-gu"
2015,11230,"total",536528,"population","all households","persons","Seoul","Gangnam-gu"
2015,11230,"male",253734,"population","all households","persons","Seoul","Gangnam-gu"
2015,11230,"female",282794,"population","all households","persons","Seoul","Gangnam-gu"
2015,11240,"total",621640,"population","all households","persons","Seoul","Songpa-gu"
2015,11240,"male",299331,"population","all households","persons","Seoul","Songpa-gu"
2015,11240,"female",322309,"population","all households","persons","Seoul","Songpa-gu"
2015,11250,"total",435288,"population","all households","persons","Seoul","Gangdong-gu"
2015,11250,"male",213600,"population","all households","persons","Seoul","Gangdong-gu"
2015,11250,"female",221688,"population","all households","persons","Seoul","Gangdong-gu"
2015,21010,"total",43840,"population","all households","persons","Busan","Jung-gu"
2015,21010,"male",21229,"population","all households","persons","Busan","Jung-gu"
2015,21010,"female",22611,"population","all households","persons","Busan","Jung-gu"
2015,21020,"total",108199,"population","all households","persons","Busan","Seo-gu"
