adm,adm10,adm_2023,adm10_2023,adm_2024,adm10_2024,name,name_sido,name_eng,level,sgis_1998,sgis_1999,sgis_2000,sgis_2001,sgis_2002,sgis_2003,sgis_2004,sgis_2005,sgis_2006,sgis_2007,sgis_2008,sgis_2009,sgis_2010,sgis_2011,sgis_2012,sgis_2013,sgis_2014,sgis_2015,sgis_2016,sgis_2017,sgis_2018,sgis_2019,sgis_2020,sgis_2021,sgis_2022_old,sgis_2022,sgis_2023,sgis_2024
1121571000,1121571000,1121571000,1121571000,1121571000,1121571000,화양동,Seoul,,Neighborhood,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,1105053,11050530,11050530,11050530
1121573000,1121573000,1121573000,1121573000,1121573000,1121573000,군자동,Seoul,,Neighborhood,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,1105054,11050540,11050540,11050540
1121574000,1121574000,1121574000,1121574000,1121574000,1121574000,중곡제1동,Seoul,,Neighborhood,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,1105055,11050550,11050550,11050550
1121575000,1121575000,1121575000,1121575000,1121575000,1121575000,중곡제2동,Seoul,,Neighborhood,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,1105056,11050560,11050560,11050560
1121576000,1121576000,1121576000,1121576000,1121576000,1121576000,중곡제3동,Seoul,,Neighborhood,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,1105057,11050570,11050570,11050570
1121577000,1121577000,1121577000,1121577000,1121577000,1121577000,중곡제4동,Seoul,,Neighborhood,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,1105058,11050580,11050580,11050580
1121578000,1121578000,1121578000,1121578000,1121578000,1121578000,능동,Seoul,,Neighborhood,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,1105059,11050590,11050590,11050590
1121581000,1121581000,1121581000,1121581000,1121581000,1121581000,광장동,Seoul,,Neighborhood,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,1105063,11050630,11050630,11050630
1121582000,1121582000,1121582000,1121582000,1121582000,1121582000,자양제1동,Seoul,,Neighborhood,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,1105064,11050640,11050640,11050640
1121583000,1121583000,1121583000,1121583000,1121583000,1121583000,자양제2동,Seoul,,Neighborhood,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,1105065,11050650,11050650,11050650
1121584000,1121584000,1121584000,1121584000,1121584000,1121584000,자양제3동,Seoul,,Neighborhood,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,1105066,11050660,11050660,11050660
1121584500,1121584500,1121584500,1121584500,1121584500,1121584500,노유제1동,Seoul,,Neighborhood,1105051,1105051,1105051,1105051,1105051,1105051,1105051,1105051,1105051,1105051,,,,,,,,,,,,,,,,,,
1121584600,1121584600,1121584600,1121584600,1121584600,1121584600,노유제2동,Seoul,,Neighborhood,1105052,1105052,1105052,1105052,1105052,1105052,1105052,1105052,1105052,1105052,,,,,,,,,,,,,,,,,,
1121584700,1121584700,1121584700,1121584700,1121584700,1121584700,자양제4동,Seoul,,Neighborhood,,,,,,,,,,,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,1105067,11050670,11050670,11050670
1121585000,1121585000,1121585000,1121585000,1121585000,1121585000,구의제1동,Seoul,,Neighborhood,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,1105060,11050600,11050600,11050600
1121586000,1121586000,1121586000,1121586000,1121586000,1121586000,구의제2동,Seoul,,Neighborhood,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,1105061,11050610,11050610,11050610
1121587000,1121587000,1121587000,1121587000,1121587000,1121587000,구의제3동,Seoul,,Neighborhood,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,1105062,11050620,11050620,11050620
11230,1123000000,11230,1123000000,11230,1123000000,동대문구,Seoul,Dongdaemun-gu,District,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,1106000,11060000,11060000,11060000
1123051000,1123051000,1123051000,1123051000,1123051000,1123051000,신설동,Seoul,,Neighborhood,1106051,1106051,1106051,1106051,1106051,1106051,1106051,1106051,1106051,1106051,1106051,,,,,,,,,,,,,,,,,
1123052000,1123052000,1123052000,1123052000,1123052000,1123052000,용두제1동,Seoul,,Neighborhood,1106052,1106052,1106052,1106052,1106052,1106052,1106052,1106052,1106052,1106052,,,,,,,,,,,,,,,,,,
1123053000,1123053000,1123053000,1123053000,1123053000,1123053000,용두제2동,Seoul,,Neighborhood,1106053,1106053,1106053,1106053,1106053,1106053,1106053,1106053,1106053,1106053,,,,,,,,,,,,,,,,,,
1123053500,1123053500,1123053500,1123053500,1123053500,1123053500,용두동,Seoul,,Neighborhood,,,,,,,,,,,1106077,,,,,,,,,,,,,,,,,
1123053600,1123053600,1123053600,1123053600,1123053600,1123053600,용신동,Seoul,,Neighborhood,,,,,,,,,,,,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,1106081,11060810,11060810,11060810
1123054000,1123054000,1123054000,1123054000,1123054000,1123054000,제기제1동,Seoul,,Neighborhood,1106054,1106054,1106054,1106054,1106054,1106054,1106054,1106054,1106054,1106054,1106054,,,,,,,,,,,,,,,,,
1123054500,1123054500,1123054500,1123054500,1123054500,1123054500,제기동,Seoul,,Neighborhood,,,,,,,,,,,,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,1106082,11060820,11060820,11060820
1123055000,1123055000,1123055000,1123055000,1123055000,1123055000,제기제2동,Seoul,,Neighborhood,1106055,1106055,1106055,1106055,1106055,1106055,1106055,1106055,1106055,1106055,1106055,,,,,,,,,,,,,,,,,
1123056000,1123056000,1123056000,1123056000,1123056000,1123056000,전농제1동,Seoul,,Neighborhood,1106056,1106056,1106056,1106056,1106056,1106056,1106056,1106056,1106056,1106056,1106056,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,1106083,11060830,11060830,11060830
1123057000,1123057000,1123057000,1123057000,1123057000,1123057000,전농제2동,Seoul,,Neighborhood,1106057,1106057,1106057,1106057,1106057,1106057,1106057,1106057,1106057,1106057,1106078,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,1106084,11060840,11060840,11060840
1123058000,1123058000,1123058000,1123058000,1123058000,1123058000,전농제3동,Seoul,,Neighborhood,1106058,1106058,1106058,1106058,1106058,1106058,1106058,1106058,1106058,1106058,1106058,,,,,,,,,,,,,,,,,
1123059000,1123059000,1123059000,1123059000,1123059000,1123059000,전농제4동,Seoul,,Neighborhood,1106059,1106059,1106059,1106059,1106059,1106059,1106059,1106059,1106059,1106059,,,,,,,,,,,,,,,,,,
1123060000,1123060000,1123060000,1123060000,1123060000,1123060000,답십리제1동,Seoul,,Neighborhood,1106060,1106060,1106060,1106060,1106060,1106060,1106060,1106060,1106060,1106060,1106060,1106085,1106085,1106085,1106085,1106085,1106091,1106091,1106091,1106091,1106091,1106091,1106091,1106091,1106091,11060910,11060910,11060910
1123061000,1123061000,1123061000,1123061000,1123061000,1123061000,답십리제2동,Seoul,,Neighborhood,1106061,1106061,1106061,1106061,1106061,1106061,1106061,1106061,1106061,1106061,1106061,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,1106086,11060860,11060860,11060860
1123062000,1123062000,1123062000,1123062000,1123062000,1123062000,답십리제3동,Seoul,,Neighborhood,1106062,1106062,1106062,1106062,1106062,1106062,1106062,1106062,1106062,1106062,1106079,,,,,,,,,,,,,,,,,
1123063000,1123063000,1123063000,1123063000,1123063000,1123063000,답십리제4동,Seoul,,Neighborhood,1106063,1106063,1106063,1106063,1106063,1106063,1106063,1106063,1106063,1106063,1106063,,,,,,,,,,,,,,,,,
1123064000,1123064000,1123064000,1123064000,1123064000,1123064000,답십리제5동,Seoul,,Neighborhood,1106064,1106064,1106064,1106064,1106064,1106064,1106064,1106064,1106064,1106064,,,,,,,,,,,,,,,,,,
1123065000,1123065000,1123065000,1123065000,1123065000,1123065000,장안제1동,Seoul,,Neighborhood,1106065,1106065,1106065,1106065,1106065,1106065,1106065,1106065,1106065,1106065,1106065,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,1106087,11060870,11060870,11060870
1123066000,1123066000,1123066000,1123066000,1123066000,1123066000,장안제2동,Seoul,,Neighborhood,1106066,1106066,1106066,1106066,1106066,1106066,1106066,1106066,1106066,1106066,1106066,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,1106088,11060880,11060880,11060880
1123067000,1123067000,1123067000,1123067000,1123067000,1123067000,장안제3동,Seoul,,Neighborhood,1106067,1106067,1106067,1106067,1106067,1106067,1106067,1106067,1106067,1106067,1106067,,,,,,,,,,,,,,,,,
1123068000,1123068000,1123068000,1123068000,1123068000,1123068000,장안제4동,Seoul,,Neighborhood,1106068,1106068,1106068,1106068,1106068,1106068,1106068,1106068,1106068,1106068,1106068,,,,,,,,,,,,,,,,,
1123069000,1123069000,1123069000,1123069000,1123069000,1123069000,청량리제1동,Seoul,,Neighborhood,1106069,1106069,1106069,1106069,1106069,1106069,1106069,1106069,1106069,1106069,,,,,,,,,,,,,,,,,,
1123070000,1123070000,1123070000,1123070000,1123070000,1123070000,청량리제2동,Seoul,,Neighborhood,1106070,1106070,1106070,1106070,1106070,1106070,1106070,1106070,1106070,1106070,,,,,,,,,,,,,,,,,,
1123070500,1123070500,1123070500,1123070500,1123070500,1123070500,청량리동,Seoul,,Neighborhood,,,,,,,,,,,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,1106080,11060800,11060800,11060800
1123071000,1123071000,1123071000,1123071000,1123071000,1123071000,회기동,Seoul,,Neighborhood,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,1106071,11060710,11060710,11060710
1123072000,1123072000,1123072000,1123072000,1123072000,1123072000,휘경제1동,Seoul,,Neighborhood,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,1106072,11060720,11060720,11060720
1123073000,1123073000,1123073000,1123073000,1123073000,1123073000,휘경제2동,Seoul,,Neighborhood,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,1106073,11060730,11060730,11060730
1123074000,1123074000,1123074000,1123074000,1123074000,1123074000,이문제1동,Seoul,,Neighborhood,1106074,1106074,1106074,1106074,1106074,1106074,1106074,1106074,1106074,1106074,1106074,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,1106089,11060890,11060890,11060890
1123075000,1123075000,1123075000,1123075000,1123075000,1123075000,이문제2동,Seoul,,Neighborhood,1106075,1106075,1106075,1106075,1106075,1106075,1106075,1106075,1106075,1106075,1106075,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,1106090,11060900,11060900,11060900
1123076000,1123076000,1123076000,1123076000,1123076000,1123076000,이문제3동,Seoul,,Neighborhood,1106076,1106076,1106076,1106076,1106076,1106076,1106076,1106076,1106076,1106076,1106076,,,,,,,,,,,,,,,,,
11260,1126000000,11260,1126000000,11260,1126000000,중랑구,Seoul,Jungnang-gu,District,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,1107000,11070000,11070000,11070000
1126051000,1126051000,1126051000,1126051000,1126051000,1126051000,면목제1동,Seoul,,Neighborhood,1107051,1107051,1107051,1107051,1107051,1107051,1107051,1107051,1107051,1107051,,,,,,,,,,,,,,,,,,
1126052000,1126052000,1126052000,1126052000,1126052000,1126052000,면목제2동,Seoul,,Neighborhood,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,1107052,11070520,11070520,11070520
1126053000,1126053000,1126053000,1126053000,1126053000,1126053000,면목제3동,Seoul,,Neighborhood,1107053,1107053,1107053,1107053,1107053,1107053,1107053,1107053,1107053,1107053,,,,,,,,,,,,,,,,,,
1126054000,1126054000,1126054000,1126054000,1126054000,1126054000,면목제4동,Seoul,,Neighborhood,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,1107054,11070540,11070540,11070540
1126055000,1126055000,1126055000,1126055000,1126055000,1126055000,면목제5동,Seoul,,Neighborhood,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,1107055,11070550,11070550,11070550
1126056000,1126056000,1126056000,1126056000,1126056000,1126056000,면목제6동,Seoul,,Neighborhood,1107056,1107056,1107056,1107056,1107056,1107056,1107056,1107056,1107056,1107056,,,,,,,,,,,,,,,,,,
1126056500,1126056500,1126056500,1126056500,1126056500,1126056500,면목본동,Seoul,,Neighborhood,,,,,,,,,,,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,1107071,11070710,11070710,11070710
1126057000,1126057000,1126057000,1126057000,1126057000,1126057000,면목제7동,Seoul,,Neighborhood,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,1107057,11070570,11070570,11070570
1126057100,1126057100,1126057100,1126057100,1126057100,1126057100,면목제8동,Seoul,,Neighborhood,1107058,1107058,1107058,1107058,1107058,1107058,1107058,1107058,1107058,1107058,,,,,,,,,,,,,,,,,,
1126057500,1126057500,1126057500,1126057500,1126057500,1126057500,면목제3.8동,Seoul,,Neighborhood,,,,,,,,,,,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,1107072,11070720,11070720,11070720
1126058000,1126058000,1126058000,1126058000,1126058000,1126058000,상봉제1동,Seoul,,Neighborhood,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,1107059,11070590,11070590,11070590
1126059000,1126059000,1126059000,1126059000,1126059000,1126059000,상봉제2동,Seoul,,Neighborhood,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,1107060,11070600,11070600,11070600
1126060000,1126060000,1126060000,1126060000,1126060000,1126060000,중화제1동,Seoul,,Neighborhood,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,1107061,11070610,11070610,11070610
1126061000,1126061000,1126061000,1126061000,1126061000,1126061000,중화제2동,Seoul,,Neighborhood,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,1107062,11070620,11070620,11070620
1126061100,1126061100,1126061100,1126061100,1126061100,1126061100,중화제3동,Seoul,,Neighborhood,1107063,1107063,1107063,1107063,1107063,1107063,1107063,1107063,1107063,1107063,,,,,,,,,,,,,,,,,,
