"year","adm2_code","type","unit","class1","class2","value","adm1","adm2"
2010,31160,"mortality","per 100k population","All causes","male",463,"Gyeonggi-do","Gunpo-si"
2010,31160,"mortality","per 100k population","All causes","female",255.5,"Gyeonggi-do","Gunpo-si"
2010,31170,"mortality","per 100k population","All causes","total",369.4,"Gyeonggi-do","Uiwang-si"
2010,31170,"mortality","per 100k population","All causes","male",516.6,"Gyeonggi-do","Uiwang-si"
2010,31170,"mortality","per 100k population","All causes","female",262.1,"Gyeonggi-do","Uiwang-si"
2010,31180,"mortality","per 100k population","All causes","total",412.2,"Gyeonggi-do","Hanam-si"
2010,31180,"mortality","per 100k population","All causes","male",534.9,"Gyeonggi-do","Hanam-si"
2010,31180,"mortality","per 100k population","All causes","female",305.4,"Gyeonggi-do","Hanam-si"
2010,31190,"mortality","per 100k population","All causes","total",334,"Gyeonggi-do","Yongin-si"
2010,31190,"mortality","per 100k population","All causes","male",435.6,"Gyeonggi-do","Yongin-si"
2010,31190,"mortality","per 100k population","All causes","female",259.2,"Gyeonggi-do","Yongin-si"
2010,31191,"mortality","per 100k population","All causes","total",426.9,"Gyeonggi-do","Cheoin-gu"
2010,31191,"mortality","per 100k population","All causes","male",543.2,"Gyeonggi-do","Cheoin-gu"
2010,31191,"mortality","per 100k population","All causes","female",332.8,"Gyeonggi-do","Cheoin-gu"
2010,31192,"mortality","per 100k population","All causes","total",323,"Gyeonggi-do","Giheung-gu"
2010,31192,"mortality","per 100k population","All causes","male",432.6,"Gyeonggi-do","Giheung-gu"
2010,31192,"mortality","per 100k population","All causes","female",239.6,"Gyeonggi-do","Giheung-gu"
2010,31193,"mortality","per 100k population","All causes","total",274.8,"Gyeonggi-do","Suji-gu"
2010,31193,"mortality","per 100k population","All causes","male",360.2,"Gyeonggi-do","Suji-gu"
2010,31193,"mortality","per 100k population","All causes","female",221.7,"Gyeonggi-do","Suji-gu"
2010,31200,"mortality","per 100k population","All causes","total",421,"Gyeonggi-do","Paju-si"
2010,31200,"mortality","per 100k population","All causes","male",582.9,"Gyeonggi-do","Paju-si"
2010,31200,"mortality","per 100k population","All causes","female",289.5,"Gyeonggi-do","Paju-si"
2010,31210,"mortality","per 100k population","All causes","total",432.8,"Gyeonggi-do","Icheon-si"
2010,31210,"mortality","per 100k population","All causes","male",577.5,"Gyeonggi-do","Icheon-si"
2010,31210,"mortality","per 100k population","All causes","female",314.8,"Gyeonggi-do","Icheon-si"
2010,31220,"mortality","per 100k population","All causes","total",442.1,"Gyeonggi-do","Anseong-si"
2010,31220,"mortality","per 100k population","All causes","male",575.9,"Gyeonggi-do","Anseong-si"
2010,31220,"mortality","per 100k population","All causes","female",337.9,"Gyeonggi-do","Anseong-si"
2010,31230,"mortality","per 100k population","All causes","total",377,"Gyeonggi-do","Gimpo-si"
2010,31230,"mortality","per 100k population","All causes","male",519.2,"Gyeonggi-do","Gimpo-si"
2010,31230,"mortality","per 100k population","All causes","female",260.7,"Gyeonggi-do","Gimpo-si"
2010,31240,"mortality","per 100k population","All causes","total",388.2,"Gyeonggi-do","Hwaseong-si"
2010,31240,"mortality","per 100k population","All causes","male",553.9,"Gyeonggi-do","Hwaseong-si"
2010,31240,"mortality","per 100k population","All causes","female",268.1,"Gyeonggi-do","Hwaseong-si"
2010,31250,"mortality","per 100k population","All causes","total",441.3,"Gyeonggi-do","Gwangju-si"
2010,31250,"mortality","per 100k population","All causes","male",597,"Gyeonggi-do","Gwangju-si"
2010,31250,"mortality","per 100k population","All causes","female",314.8,"Gyeonggi-do","Gwangju-si"
2010,31260,"mortality","per 100k population","All causes","total",444.4,"Gyeonggi-do","Yangju-si"
2010,31260,"mortality","per 100k population","All causes","male",596.9,"Gyeonggi-do","Yangju-si"
2010,31260,"mortality","per 100k population","All causes","female",320.9,"Gyeonggi-do","Yangju-si"
2010,31270,"mortality","per 100k population","All causes","total",480.2,"Gyeonggi-do","Pocheon-si"
2010,31270,"mortality","per 100k population","All causes","male",642.1,"Gyeonggi-do","Pocheon-si"
2010,31270,"mortality","per 100k population","All causes","female",345.7,"Gyeonggi-do","Pocheon-si"
2010,31320,"mortality","per 100k population","All causes","total",455.1,"Gyeonggi-do","Yeoju-gun"
2010,31320,"mortality","per 100k population","All causes","male",611.8,"Gyeonggi-do","Yeoju-gun"
2010,31320,"mortality","per 100k population","All causes","female",320.3,"Gyeonggi-do","Yeoju-gun"
2010,31350,"mortality","per 100k population","All causes","total",490.8,"Gyeonggi-do","Yeoncheon-gun"
2010,31350,"mortality","per 100k population","All causes","male",701.2,"Gyeonggi-do","Yeoncheon-gun"
2010,31350,"mortality","per 100k population","All causes","female",307.3,"Gyeonggi-do","Yeoncheon-gun"
2010,31370,"mortality","per 100k population","All causes","total",542.9,"Gyeonggi-do","Gapyeong-gun"
2010,31370,"mortality","per 100k population","All causes","male",718.4,"Gyeonggi-do","Gapyeong-gun"
2010,31370,"mortality","per 100k population","All causes","female",384.9,"Gyeonggi-do","Gapyeong-gun"
2010,31380,"mortality","per 100k population","All causes","total",420.5,"Gyeonggi-do","Yangpyeong-gun"
2010,31380,"mortality","per 100k population","All causes","male",577,"Gyeonggi-do","Yangpyeong-gun"
2010,31380,"mortality","per 100k population","All causes","female",285.1,"Gyeonggi-do","Yangpyeong-gun"
2010,32010,"mortality","per 100k population","All causes","total",423.1,"Gangwon-do","Chuncheon-si"
2010,32010,"mortality","per 100k population","All causes","male",575,"Gangwon-do","Chuncheon-si"
2010,32010,"mortality","per 100k population","All causes","female",302.6,"Gangwon-do","Chuncheon-si"
2010,32020,"mortality","per 100k population","All causes","total",433.7,"Gangwon-do","Wonju-si"
2010,32020,"mortality","per 100k population","All causes","male",586,"Gangwon-do","Wonju-si"
2010,32020,"mortality","per 100k population","All causes","female",319,"Gangwon-do","Wonju-si"
2010,32030,"mortality","per 100k population","All causes","total",426.8,"Gangwon-do","Gangneung-si"
2010,32030,"mortality","per 100k population","All causes","male",618.4,"Gangwon-do","Gangneung-si"
2010,32030,"mortality","per 100k population","All causes","female",277.6,"Gangwon-do","Gangneung-si"
2010,32040,"mortality","per 100k population","All causes","total",502.3,"Gangwon-do","Donghae-si"
2010,32040,"mortality","per 100k population","All causes","male",741.6,"Gangwon-do","Donghae-si"
2010,32040,"mortality","per 100k population","All causes","female",310.8,"Gangwon-do","Donghae-si"
2010,32050,"mortality","per 100k population","All causes","total",552.6,"Gangwon-do","Taebaek-si"
2010,32050,"mortality","per 100k population","All causes","male",782.7,"Gangwon-do","Taebaek-si"
2010,32050,"mortality","per 100k population","All causes","female",358.6,"Gangwon-do","Taebaek-si"
2010,32060,"mortality","per 100k population","All causes","total",487.1,"Gangwon-do","Sokcho-si"
2010,32060,"mortality","per 100k population","All causes","male",712.2,"Gangwon-do","Sokcho-si"
2010,32060,"mortality","per 100k population","All causes","female",316.4,"Gangwon-do","Sokcho-si"
2010,32070,"mortality","per 100k population","All causes","total",453.1,"Gangwon-do","Samcheok-si"
2010,32070,"mortality","per 100k population","All causes","male",672.9,"Gangwon-do","Samcheok-si"
2010,32070,"mortality","per 100k population","All causes","female",291.4,"Gangwon-do","Samcheok-si"
2010,32310,"mortality","per 100k population","All causes","total",499.7,"Gangwon-do","Hongcheon-gun"
2010,32310,"mortality","per 100k population","All causes","male",719,"Gangwon-do","Hongcheon-gun"
2010,32310,"mortality","per 100k population","All causes","female",302.7,"Gangwon-do","Hongcheon-gun"
2010,32320,"mortality","per 100k population","All causes","total",445.3,"Gangwon-do","Hoengseong-gun"
2010,32320,"mortality","per 100k population","All causes","male",623.2,"Gangwon-do","Hoengseong-gun"
2010,32320,"mortality","per 100k population","All causes","female",293.1,"Gangwon-do","Hoengseong-gun"
2010,32330,"mortality","per 100k population","All causes","total",492.7,"Gangwon-do","Yeongwol-gun"
2010,32330,"mortality","per 100k population","All causes","male",709.7,"Gangwon-do","Yeongwol-gun"
2010,32330,"mortality","per 100k population","All causes","female",322.3,"Gangwon-do","Yeongwol-gun"
2010,32340,"mortality","per 100k population","All causes","total",486.2,"Gangwon-do","Pyeongchang-gun"
2010,32340,"mortality","per 100k population","All causes","male",646.5,"Gangwon-do","Pyeongchang-gun"
2010,32340,"mortality","per 100k population","All causes","female",353.8,"Gangwon-do","Pyeongchang-gun"
2010,32350,"mortality","per 100k population","All causes","total",529.6,"Gangwon-do","Jeongseon-gun"
2010,32350,"mortality","per 100k population","All causes","male",792,"Gangwon-do","Jeongseon-gun"
2010,32350,"mortality","per 100k population","All causes","female",311.3,"Gangwon-do","Jeongseon-gun"
2010,32360,"mortality","per 100k population","All causes","total",451.2,"Gangwon-do","Cheolwon-gun"
2010,32360,"mortality","per 100k population","All causes","male",611.4,"Gangwon-do","Cheolwon-gun"
2010,32360,"mortality","per 100k population","All causes","female",320.8,"Gangwon-do","Cheolwon-gun"
2010,32370,"mortality","per 100k population","All causes","total",487.1,"Gangwon-do","Hwacheon-gun"
2010,32370,"mortality","per 100k population","All causes","male",684.2,"Gangwon-do","Hwacheon-gun"
2010,32370,"mortality","per 100k population","All causes","female",344.2,"Gangwon-do","Hwacheon-gun"
2010,32380,"mortality","per 100k population","All causes","total",445.6,"Gangwon-do","Yanggu-gun"
2010,32380,"mortality","per 100k population","All causes","male",580.7,"Gangwon-do","Yanggu-gun"
2010,32380,"mortality","per 100k population","All causes","female",341.2,"Gangwon-do","Yanggu-gun"
2010,32390,"mortality","per 100k population","All causes","total",477.1,"Gangwon-do","Inje-gun"
2010,32390,"mortality","per 100k population","All causes","male",645,"Gangwon-do","Inje-gun"
2010,32390,"mortality","per 100k population","All causes","female",346.5,"Gangwon-do","Inje-gun"
2010,32400,"mortality","per 100k population","All causes","total",525.7,"Gangwon-do","Goseong-gun"
2010,32400,"mortality","per 100k population","All causes","male",819.2,"Gangwon-do","Goseong-gun"
2010,32400,"mortality","per 100k population","All causes","female",294.2,"Gangwon-do","Goseong-gun"
2010,32410,"mortality","per 100k population","All causes","total",475.9,"Gangwon-do","Yangyang-gun"
2010,32410,"mortality","per 100k population","All causes","male",686,"Gangwon-do","Yangyang-gun"
2010,32410,"mortality","per 100k population","All causes","female",292.7,"Gangwon-do","Yangyang-gun"
2010,33010,"mortality","per 100k population","All causes","total",415.5,"Chungcheongbuk-do","Cheongju-si"
2010,33010,"mortality","per 100k population","All causes","male",576.5,"Chungcheongbuk-do","Cheongju-si"
2010,33010,"mortality","per 100k population","All causes","female",304.5,"Chungcheongbuk-do","Cheongju-si"
2010,33011,"mortality","per 100k population","All causes","total",420.6,"Chungcheongbuk-do","Sangdang-gu"
2010,33011,"mortality","per 100k population","All causes","male",610.5,"Chungcheongbuk-do","Sangdang-gu"
2010,33011,"mortality","per 100k population","All causes","female",291.7,"Chungcheongbuk-do","Sangdang-gu"
2010,33012,"mortality","per 100k population","All causes","total",411.6,"Chungcheongbuk-do","Heungdeok-gu"
2010,33012,"mortality","per 100k population","All causes","male",553.1,"Chungcheongbuk-do","Heungdeok-gu"
2010,33012,"mortality","per 100k population","All causes","female",311.7,"Chungcheongbuk-do","Heungdeok-gu"
2010,33020,"mortality","per 100k population","All causes","total",440.2,"Chungcheongbuk-do","Chungju-si"
2010,33020,"mortality","per 100k population","All causes","male",617.6,"Chungcheongbuk-do","Chungju-si"
2010,33020,"mortality","per 100k population","All causes","female",298.8,"Chungcheongbuk-do","Chungju-si"
2010,33030,"mortality","per 100k population","All causes","total",483.6,"Chungcheongbuk-do","Jecheon-si"
2010,33030,"mortality","per 100k population","All causes","male",670.6,"Chungcheongbuk-do","Jecheon-si"
2010,33030,"mortality","per 100k population","All causes","female",334.6,"Chungcheongbuk-do","Jecheon-si"
2010,33310,"mortality","per 100k population","All causes","total",448.4,"Chungcheongbuk-do","Cheongwon-gun"
2010,33310,"mortality","per 100k population","All causes","male",653.6,"Chungcheongbuk-do","Cheongwon-gun"
2010,33310,"mortality","per 100k population","All causes","female",294.8,"Chungcheongbuk-do","Cheongwon-gun"
2010,33320,"mortality","per 100k population","All causes","total",426.3,"Chungcheongbuk-do","Boeun-gun"
2010,33320,"mortality","per 100k population","All causes","male",605.9,"Chungcheongbuk-do","Boeun-gun"
2010,33320,"mortality","per 100k population","All causes","female",283.6,"Chungcheongbuk-do","Boeun-gun"
2010,33330,"mortality","per 100k population","All causes","total",461.7,"Chungcheongbuk-do","Okcheon-gun"
2010,33330,"mortality","per 100k population","All causes","male",663.8,"Chungcheongbuk-do","Okcheon-gun"
2010,33330,"mortality","per 100k population","All causes","female",307.5,"Chungcheongbuk-do","Okcheon-gun"
2010,33340,"mortality","per 100k population","All causes","total",490,"Chungcheongbuk-do","Yeongdong-gun"
2010,33340,"mortality","per 100k population","All causes","male",703.6,"Chungcheongbuk-do","Yeongdong-gun"
2010,33340,"mortality","per 100k population","All causes","female",308.9,"Chungcheongbuk-do","Yeongdong-gun"
2010,33350,"mortality","per 100k population","All causes","total",480.9,"Chungcheongbuk-do","Jincheon-gun"
2010,33350,"mortality","per 100k population","All causes","male",706.5,"Chungcheongbuk-do","Jincheon-gun"
2010,33350,"mortality","per 100k population","All causes","female",293.8,"Chungcheongbuk-do","Jincheon-gun"
2010,33360,"mortality","per 100k population","All causes","total",451.8,"Chungcheongbuk-do","Goesan-gun"
2010,33360,"mortality","per 100k population","All causes","male",628.7,"Chungcheongbuk-do","Goesan-gun"
2010,33360,"mortality","per 100k population","All causes","female",313.6,"Chungcheongbuk-do","Goesan-gun"
2010,33370,"mortality","per 100k population","All causes","total",518.6,"Chungcheongbuk-do","Eumseong-gun"
2010,33370,"mortality","per 100k population","All causes","male",707,"Chungcheongbuk-do","Eumseong-gun"
2010,33370,"mortality","per 100k population","All causes","female",340.3,"Chungcheongbuk-do","Eumseong-gun"
2010,33380,"mortality","per 100k population","All causes","total",505.8,"Chungcheongbuk-do","Danyang-gun"
2010,33380,"mortality","per 100k population","All causes","male",685.5,"Chungcheongbuk-do","Danyang-gun"
2010,33380,"mortality","per 100k population","All causes","female",352,"Chungcheongbuk-do","Danyang-gun"
2010,33390,"mortality","per 100k population","All causes","total",502.9,"Chungcheongbuk-do","Jeungpyeong-gun"
2010,33390,"mortality","per 100k population","All causes","male",799.5,"Chungcheongbuk-do","Jeungpyeong-gun"
2010,33390,"mortality","per 100k population","All causes","female",283.7,"Chungcheongbuk-do","Jeungpyeong-gun"
2010,34010,"mortality","per 100k population","All causes","total",418.6,"Chungcheongnam-do","Cheonan-si"
2010,34010,"mortality","per 100k population","All causes","male",575.5,"Chungcheongnam-do","Cheonan-si"
2010,34010,"mortality","per 100k population","All causes","female",297.5,"Chungcheongnam-do","Cheonan-si"
2010,34011,"mortality","per 100k population","All causes","total",433.1,"Chungcheongnam-do","Dongnam-gu"
2010,34011,"mortality","per 100k population","All causes","male",605.2,"Chungcheongnam-do","Dongnam-gu"
2010,34011,"mortality","per 100k population","All causes","female",302.5,"Chungcheongnam-do","Dongnam-gu"
2010,34012,"mortality","per 100k population","All causes","total",404.3,"Chungcheongnam-do","Seobuk-gu"
2010,34012,"mortality","per 100k population","All causes","male",543,"Chungcheongnam-do","Seobuk-gu"
2010,34012,"mortality","per 100k population","All causes","female",294.5,"Chungcheongnam-do","Seobuk-gu"
2010,34020,"mortality","per 100k population","All causes","total",478.4,"Chungcheongnam-do","Gongju-si"
2010,34020,"mortality","per 100k population","All causes","male",642.4,"Chungcheongnam-do","Gongju-si"
2010,34020,"mortality","per 100k population","All causes","female",340.2,"Chungcheongnam-do","Gongju-si"
2010,34030,"mortality","per 100k population","All causes","total",445.1,"Chungcheongnam-do","Boryeong-si"
2010,34030,"mortality","per 100k population","All causes","male",638.3,"Chungcheongnam-do","Boryeong-si"
2010,34030,"mortality","per 100k population","All causes","female",297.4,"Chungcheongnam-do","Boryeong-si"
2010,34040,"mortality","per 100k population","All causes","total",421.7,"Chungcheongnam-do","Asan-si"
2010,34040,"mortality","per 100k population","All causes","male",612.8,"Chungcheongnam-do","Asan-si"
2010,34040,"mortality","per 100k population","All causes","female",269.9,"Chungcheongnam-do","Asan-si"
2010,34050,"mortality","per 100k population","All causes","total",416.8,"Chungcheongnam-do","Seosan-si"
2010,34050,"mortality","per 100k population","All causes","male",584.1,"Chungcheongnam-do","Seosan-si"
2010,34050,"mortality","per 100k population","All causes","female",275.2,"Chungcheongnam-do","Seosan-si"
2010,34060,"mortality","per 100k population","All causes","total",465.5,"Chungcheongnam-do","Nonsan-si"
2010,34060,"mortality","per 100k population","All causes","male",669.1,"Chungcheongnam-do","Nonsan-si"
2010,34060,"mortality","per 100k population","All causes","female",294.9,"Chungcheongnam-do","Nonsan-si"
2010,34070,"mortality","per 100k population","All causes","total",346.8,"Chungcheongnam-do","Gyeryong-si"
2010,34070,"mortality","per 100k population","All causes","male",447.1,"Chungcheongnam-do","Gyeryong-si"
2010,34070,"mortality","per 100k population","All causes","female",282.3,"Chungcheongnam-do","Gyeryong-si"
2010,34310,"mortality","per 100k population","All causes","total",495.9,"Chungcheongnam-do","Geumsan-gun"
2010,34310,"mortality","per 100k population","All causes","male",711.5,"Chungcheongnam-do","Geumsan-gun"
2010,34310,"mortality","per 100k population","All causes","female",315.6,"Chungcheongnam-do","Geumsan-gun"
2010,34320,"mortality","per 100k population","All causes","total",447.8,"Chungcheongnam-do","Yeongi-gun"
2010,34320,"mortality","per 100k population","All causes","male",661.8,"Chungcheongnam-do","Yeongi-gun"
2010,34320,"mortality","per 100k population","All causes","female",292,"Chungcheongnam-do","Yeongi-gun"
2010,34330,"mortality","per 100k population","All causes","total",462.8,"Chungcheongnam-do","Buyeo-gun"
2010,34330,"mortality","per 100k population","All causes","male",661.9,"Chungcheongnam-do","Buyeo-gun"
2010,34330,"mortality","per 100k population","All causes","female",302,"Chungcheongnam-do","Buyeo-gun"
2010,34340,"mortality","per 100k population","All causes","total",450.9,"Chungcheongnam-do","Seocheon-gun"
2010,34340,"mortality","per 100k population","All causes","male",698.6,"Chungcheongnam-do","Seocheon-gun"
2010,34340,"mortality","per 100k population","All causes","female",250.9,"Chungcheongnam-do","Seocheon-gun"
2010,34350,"mortality","per 100k population","All causes","total",525.9,"Chungcheongnam-do","Cheongyang-gun"
2010,34350,"mortality","per 100k population","All causes","male",761,"Chungcheongnam-do","Cheongyang-gun"
2010,34350,"mortality","per 100k population","All causes","female",328,"Chungcheongnam-do","Cheongyang-gun"
2010,34360,"mortality","per 100k population","All causes","total",457.1,"Chungcheongnam-do","Hongseong-gun"
2010,34360,"mortality","per 100k population","All causes","male",633.6,"Chungcheongnam-do","Hongseong-gun"
2010,34360,"mortality","per 100k population","All causes","female",313.5,"Chungcheongnam-do","Hongseong-gun"
2010,34370,"mortality","per 100k population","All causes","total",491.9,"Chungcheongnam-do","Yesan-gun"
2010,34370,"mortality","per 100k population","All causes","male",664.2,"Chungcheongnam-do","Yesan-gun"
2010,34370,"mortality","per 100k population","All causes","female",341.2,"Chungcheongnam-do","Yesan-gun"
2010,34380,"mortality","per 100k population","All causes","total",415.7,"Chungcheongnam-do","Taean-gun"
2010,34380,"mortality","per 100k population","All causes","male",571.8,"Chungcheongnam-do","Taean-gun"
2010,34380,"mortality","per 100k population","All causes","female",293,"Chungcheongnam-do","Taean-gun"
2010,34390,"mortality","per 100k population","All causes","total",344.8,"Chungcheongnam-do","Dangjin-gun"
2010,34390,"mortality","per 100k population","All causes","male",484.4,"Chungcheongnam-do","Dangjin-gun"
2010,34390,"mortality","per 100k population","All causes","female",227,"Chungcheongnam-do","Dangjin-gun"
2010,35010,"mortality","per 100k population","All causes","total",405.8,"Jeollabuk-do","Jeonju-si"
2010,35010,"mortality","per 100k population","All causes","male",566.9,"Jeollabuk-do","Jeonju-si"
2010,35010,"mortality","per 100k population","All causes","female",295.1,"Jeollabuk-do","Jeonju-si"
2010,35011,"mortality","per 100k population","All causes","total",409.3,"Jeollabuk-do","Wansan-gu"
2010,35011,"mortality","per 100k population","All causes","male",560.4,"Jeollabuk-do","Wansan-gu"
2010,35011,"mortality","per 100k population","All causes","female",307.3,"Jeollabuk-do","Wansan-gu"
2010,35012,"mortality","per 100k population","All causes","total",401.1,"Jeollabuk-do","Deokjin-gu"
2010,35012,"mortality","per 100k population","All causes","male",574.1,"Jeollabuk-do","Deokjin-gu"
2010,35012,"mortality","per 100k population","All causes","female",278.8,"Jeollabuk-do","Deokjin-gu"
2010,35020,"mortality","per 100k population","All causes","total",466.8,"Jeollabuk-do","Gunsan-si"
2010,35020,"mortality","per 100k population","All causes","male",650.7,"Jeollabuk-do","Gunsan-si"
2010,35020,"mortality","per 100k population","All causes","female",328.7,"Jeollabuk-do","Gunsan-si"
2010,35030,"mortality","per 100k population","All causes","total",434.2,"Jeollabuk-do","Iksan-si"
2010,35030,"mortality","per 100k population","All causes","male",600.1,"Jeollabuk-do","Iksan-si"
2010,35030,"mortality","per 100k population","All causes","female",307.4,"Jeollabuk-do","Iksan-si"
2010,35040,"mortality","per 100k population","All causes","total",478.4,"Jeollabuk-do","Jeongeup-si"
2010,35040,"mortality","per 100k population","All causes","male",671.2,"Jeollabuk-do","Jeongeup-si"
2010,35040,"mortality","per 100k population","All causes","female",333.7,"Jeollabuk-do","Jeongeup-si"
2010,35050,"mortality","per 100k population","All causes","total",454.8,"Jeollabuk-do","Namwon-si"
2010,35050,"mortality","per 100k population","All causes","male",658.8,"Jeollabuk-do","Namwon-si"
2010,35050,"mortality","per 100k population","All causes","female",295.3,"Jeollabuk-do","Namwon-si"
2010,35060,"mortality","per 100k population","All causes","total",445.3,"Jeollabuk-do","Gimje-si"
2010,35060,"mortality","per 100k population","All causes","male",657.8,"Jeollabuk-do","Gimje-si"
2010,35060,"mortality","per 100k population","All causes","female",279.7,"Jeollabuk-do","Gimje-si"
2010,35310,"mortality","per 100k population","All causes","total",482.6,"Jeollabuk-do","Wanju-gun"
2010,35310,"mortality","per 100k population","All causes","male",666.5,"Jeollabuk-do","Wanju-gun"
2010,35310,"mortality","per 100k population","All causes","female",335.6,"Jeollabuk-do","Wanju-gun"
2010,35320,"mortality","per 100k population","All causes","total",494.5,"Jeollabuk-do","Jinan-gun"
2010,35320,"mortality","per 100k population","All causes","male",697.8,"Jeollabuk-do","Jinan-gun"
2010,35320,"mortality","per 100k population","All causes","female",321.1,"Jeollabuk-do","Jinan-gun"
2010,35330,"mortality","per 100k population","All causes","total",434.4,"Jeollabuk-do","Muju-gun"
2010,35330,"mortality","per 100k population","All causes","male",616.2,"Jeollabuk-do","Muju-gun"
2010,35330,"mortality","per 100k population","All causes","female",277.5,"Jeollabuk-do","Muju-gun"
2010,35340,"mortality","per 100k population","All causes","total",513.1,"Jeollabuk-do","Jangsu-gun"
2010,35340,"mortality","per 100k population","All causes","male",773.1,"Jeollabuk-do","Jangsu-gun"
2010,35340,"mortality","per 100k population","All causes","female",320.2,"Jeollabuk-do","Jangsu-gun"
2010,35350,"mortality","per 100k population","All causes","total",417,"Jeollabuk-do","Imsil-gun"
2010,35350,"mortality","per 100k population","All causes","male",550.6,"Jeollabuk-do","Imsil-gun"
2010,35350,"mortality","per 100k population","All causes","female",323.2,"Jeollabuk-do","Imsil-gun"
2010,35360,"mortality","per 100k population","All causes","total",512.6,"Jeollabuk-do","Sunchang-gun"
2010,35360,"mortality","per 100k population","All causes","male",741.9,"Jeollabuk-do","Sunchang-gun"
2010,35360,"mortality","per 100k population","All causes","female",290.2,"Jeollabuk-do","Sunchang-gun"
2010,35370,"mortality","per 100k population","All causes","total",447.9,"Jeollabuk-do","Gochang-gun"
2010,35370,"mortality","per 100k population","All causes","male",659.4,"Jeollabuk-do","Gochang-gun"
2010,35370,"mortality","per 100k population","All causes","female",286,"Jeollabuk-do","Gochang-gun"
2010,35380,"mortality","per 100k population","All causes","total",452.4,"Jeollabuk-do","Buan-gun"
2010,35380,"mortality","per 100k population","All causes","male",644.8,"Jeollabuk-do","Buan-gun"
2010,35380,"mortality","per 100k population","All causes","female",307.9,"Jeollabuk-do","Buan-gun"
2010,36010,"mortality","per 100k population","All causes","total",484.3,"Jeollanam-do","Mokpo-si"
2010,36010,"mortality","per 100k population","All causes","male",679.6,"Jeollanam-do","Mokpo-si"
2010,36010,"mortality","per 100k population","All causes","female",334.2,"Jeollanam-do","Mokpo-si"
2010,36020,"mortality","per 100k population","All causes","total",435.9,"Jeollanam-do","Yeosu-si"
2010,36020,"mortality","per 100k population","All causes","male",624.8,"Jeollanam-do","Yeosu-si"
2010,36020,"mortality","per 100k population","All causes","female",294.3,"Jeollanam-do","Yeosu-si"
2010,36030,"mortality","per 100k population","All causes","total",387.7,"Jeollanam-do","Suncheon-si"
2010,36030,"mortality","per 100k population","All causes","male",589.4,"Jeollanam-do","Suncheon-si"
2010,36030,"mortality","per 100k population","All causes","female",242.6,"Jeollanam-do","Suncheon-si"
2010,36040,"mortality","per 100k population","All causes","total",490.8,"Jeollanam-do","Naju-si"
2010,36040,"mortality","per 100k population","All causes","male",724.1,"Jeollanam-do","Naju-si"
2010,36040,"mortality","per 100k population","All causes","female",314.2,"Jeollanam-do","Naju-si"
2010,36060,"mortality","per 100k population","All causes","total",406,"Jeollanam-do","Gwangyang-si"
2010,36060,"mortality","per 100k population","All causes","male",583.8,"Jeollanam-do","Gwangyang-si"
2010,36060,"mortality","per 100k population","All causes","female",286.1,"Jeollanam-do","Gwangyang-si"
2010,36310,"mortality","per 100k population","All causes","total",465,"Jeollanam-do","Damyang-gun"
2010,36310,"mortality","per 100k population","All causes","male",677.8,"Jeollanam-do","Damyang-gun"
2010,36310,"mortality","per 100k population","All causes","female",307.9,"Jeollanam-do","Damyang-gun"
2010,36320,"mortality","per 100k population","All causes","total",426.4,"Jeollanam-do","Gokseong-gun"
2010,36320,"mortality","per 100k population","All causes","male",601.8,"Jeollanam-do","Gokseong-gun"
2010,36320,"mortality","per 100k population","All causes","female",284.4,"Jeollanam-do","Gokseong-gun"
2010,36330,"mortality","per 100k population","All causes","total",495.7,"Jeollanam-do","Gurye-gun"
2010,36330,"mortality","per 100k population","All causes","male",726.9,"Jeollanam-do","Gurye-gun"
2010,36330,"mortality","per 100k population","All causes","female",308.7,"Jeollanam-do","Gurye-gun"
2010,36350,"mortality","per 100k population","All causes","total",484.7,"Jeollanam-do","Goheung-gun"
2010,36350,"mortality","per 100k population","All causes","male",731.2,"Jeollanam-do","Goheung-gun"
2010,36350,"mortality","per 100k population","All causes","female",276.3,"Jeollanam-do","Goheung-gun"
2010,36360,"mortality","per 100k population","All causes","total",486.3,"Jeollanam-do","Boseong-gun"
2010,36360,"mortality","per 100k population","All causes","male",750.5,"Jeollanam-do","Boseong-gun"
2010,36360,"mortality","per 100k population","All causes","female",272.3,"Jeollanam-do","Boseong-gun"
2010,36370,"mortality","per 100k population","All causes","total",517.7,"Jeollanam-do","Hwasun-gun"
2010,36370,"mortality","per 100k population","All causes","male",737.4,"Jeollanam-do","Hwasun-gun"
2010,36370,"mortality","per 100k population","All causes","female",356.4,"Jeollanam-do","Hwasun-gun"
2010,36380,"mortality","per 100k population","All causes","total",500.3,"Jeollanam-do","Jangheung-gun"
2010,36380,"mortality","per 100k population","All causes","male",699.5,"Jeollanam-do","Jangheung-gun"
2010,36380,"mortality","per 100k population","All causes","female",343,"Jeollanam-do","Jangheung-gun"
2010,36390,"mortality","per 100k population","All causes","total",527.6,"Jeollanam-do","Gangjin-gun"
2010,36390,"mortality","per 100k population","All causes","male",798.9,"Jeollanam-do","Gangjin-gun"
2010,36390,"mortality","per 100k population","All causes","female",317,"Jeollanam-do","Gangjin-gun"
2010,36400,"mortality","per 100k population","All causes","total",549.1,"Jeollanam-do","Haenam-gun"
2010,36400,"mortality","per 100k population","All causes","male",816.9,"Jeollanam-do","Haenam-gun"
2010,36400,"mortality","per 100k population","All causes","female",349,"Jeollanam-do","Haenam-gun"
