"adm1","adm1_code","adm2","adm2_code","year","type","class1","class2","unit","value"
"Gyeonggi-do",31,"Yeoju-si",31280,2015,"housing","vacant housing","fraction","percent",7.3
"Gyeonggi-do",31,"Yeoju-si",31280,2015,"housing","vacant housing","number of vacant housing","count",2687
"Gyeonggi-do",31,"Yeoju-si",31280,2015,"housing","vacant housing","total number of housing","count",36965
NA,31,NA,31350,2015,"housing","vacant housing","fraction","percent",4
NA,31,NA,31350,2015,"housing","vacant housing","number of vacant housing","count",613
NA,31,NA,31350,2015,"housing","vacant housing","total number of housing","count",15179
NA,31,NA,31370,2015,"housing","vacant housing","fraction","percent",13
NA,31,NA,31370,2015,"housing","vacant housing","number of vacant housing","count",2934
NA,31,NA,31370,2015,"housing","vacant housing","total number of housing","count",22546
NA,31,NA,31380,2015,"housing","vacant housing","fraction","percent",9.1
NA,31,NA,31380,2015,"housing","vacant housing","number of vacant housing","count",3355
NA,31,NA,31380,2015,"housing","vacant housing","total number of housing","count",36899
"Gangwon-do",32,"Chuncheon-si",32010,2015,"housing","vacant housing","fraction","percent",8.3
"Gangwon-do",32,"Chuncheon-si",32010,2015,"housing","vacant housing","number of vacant housing","count",7847
"Gangwon-do",32,"Chuncheon-si",32010,2015,"housing","vacant housing","total number of housing","count",94142
"Gangwon-do",32,"Wonju-si",32020,2015,"housing","vacant housing","fraction","percent",9.6
"Gangwon-do",32,"Wonju-si",32020,2015,"housing","vacant housing","number of vacant housing","count",11117
"Gangwon-do",32,"Wonju-si",32020,2015,"housing","vacant housing","total number of housing","count",116183
"Gangwon-do",32,"Gangneung-si",32030,2015,"housing","vacant housing","fraction","percent",8.4
"Gangwon-do",32,"Gangneung-si",32030,2015,"housing","vacant housing","number of vacant housing","count",6421
"Gangwon-do",32,"Gangneung-si",32030,2015,"housing","vacant housing","total number of housing","count",76837
"Gangwon-do",32,"Donghae-si",32040,2015,"housing","vacant housing","fraction","percent",11.4
"Gangwon-do",32,"Donghae-si",32040,2015,"housing","vacant housing","number of vacant housing","count",4181
"Gangwon-do",32,"Donghae-si",32040,2015,"housing","vacant housing","total number of housing","count",36526
"Gangwon-do",32,"Taebaek-si",32050,2015,"housing","vacant housing","fraction","percent",15.1
"Gangwon-do",32,"Taebaek-si",32050,2015,"housing","vacant housing","number of vacant housing","count",3165
"Gangwon-do",32,"Taebaek-si",32050,2015,"housing","vacant housing","total number of housing","count",20913
"Gangwon-do",32,"Sokcho-si",32060,2015,"housing","vacant housing","fraction","percent",11
"Gangwon-do",32,"Sokcho-si",32060,2015,"housing","vacant housing","number of vacant housing","count",3521
"Gangwon-do",32,"Sokcho-si",32060,2015,"housing","vacant housing","total number of housing","count",32089
"Gangwon-do",32,"Samcheok-si",32070,2015,"housing","vacant housing","fraction","percent",14.2
"Gangwon-do",32,"Samcheok-si",32070,2015,"housing","vacant housing","number of vacant housing","count",4192
"Gangwon-do",32,"Samcheok-si",32070,2015,"housing","vacant housing","total number of housing","count",29471
NA,32,NA,32310,2015,"housing","vacant housing","fraction","percent",12.3
NA,32,NA,32310,2015,"housing","vacant housing","number of vacant housing","count",3336
NA,32,NA,32310,2015,"housing","vacant housing","total number of housing","count",27228
NA,32,NA,32320,2015,"housing","vacant housing","fraction","percent",12.9
NA,32,NA,32320,2015,"housing","vacant housing","number of vacant housing","count",2284
NA,32,NA,32320,2015,"housing","vacant housing","total number of housing","count",17754
NA,32,NA,32330,2015,"housing","vacant housing","fraction","percent",12.7
NA,32,NA,32330,2015,"housing","vacant housing","number of vacant housing","count",2104
NA,32,NA,32330,2015,"housing","vacant housing","total number of housing","count",16509
NA,32,NA,32340,2015,"housing","vacant housing","fraction","percent",21.5
NA,32,NA,32340,2015,"housing","vacant housing","number of vacant housing","count",4186
NA,32,NA,32340,2015,"housing","vacant housing","total number of housing","count",19459
NA,32,NA,32350,2015,"housing","vacant housing","fraction","percent",13.7
NA,32,NA,32350,2015,"housing","vacant housing","number of vacant housing","count",2241
NA,32,NA,32350,2015,"housing","vacant housing","total number of housing","count",16326
NA,32,NA,32360,2015,"housing","vacant housing","fraction","percent",2.2
NA,32,NA,32360,2015,"housing","vacant housing","number of vacant housing","count",350
NA,32,NA,32360,2015,"housing","vacant housing","total number of housing","count",15588
NA,32,NA,32370,2015,"housing","vacant housing","fraction","percent",2.8
NA,32,NA,32370,2015,"housing","vacant housing","number of vacant housing","count",242
NA,32,NA,32370,2015,"housing","vacant housing","total number of housing","count",8615
NA,32,NA,32380,2015,"housing","vacant housing","fraction","percent",2.1
NA,32,NA,32380,2015,"housing","vacant housing","number of vacant housing","count",156
NA,32,NA,32380,2015,"housing","vacant housing","total number of housing","count",7445
NA,32,NA,32390,2015,"housing","vacant housing","fraction","percent",5.5
NA,32,NA,32390,2015,"housing","vacant housing","number of vacant housing","count",621
NA,32,NA,32390,2015,"housing","vacant housing","total number of housing","count",11289
NA,32,NA,32400,2015,"housing","vacant housing","fraction","percent",6.7
NA,32,NA,32400,2015,"housing","vacant housing","number of vacant housing","count",757
NA,32,NA,32400,2015,"housing","vacant housing","total number of housing","count",11258
NA,32,NA,32410,2015,"housing","vacant housing","fraction","percent",20.7
NA,32,NA,32410,2015,"housing","vacant housing","number of vacant housing","count",2539
NA,32,NA,32410,2015,"housing","vacant housing","total number of housing","count",12267
"Chungcheongbuk-do",33,"Chungju-si",33020,2015,"housing","vacant housing","fraction","percent",10.5
"Chungcheongbuk-do",33,"Chungju-si",33020,2015,"housing","vacant housing","number of vacant housing","count",8214
"Chungcheongbuk-do",33,"Chungju-si",33020,2015,"housing","vacant housing","total number of housing","count",78002
"Chungcheongbuk-do",33,"Jecheon-si",33030,2015,"housing","vacant housing","fraction","percent",8.3
"Chungcheongbuk-do",33,"Jecheon-si",33030,2015,"housing","vacant housing","number of vacant housing","count",4249
"Chungcheongbuk-do",33,"Jecheon-si",33030,2015,"housing","vacant housing","total number of housing","count",51148
"Chungcheongbuk-do",33,"Cheongju-si",33040,2015,"housing","vacant housing","fraction","percent",7.7
"Chungcheongbuk-do",33,"Cheongju-si",33040,2015,"housing","vacant housing","number of vacant housing","count",20257
"Chungcheongbuk-do",33,"Cheongju-si",33040,2015,"housing","vacant housing","total number of housing","count",263092
NA,33,NA,33320,2015,"housing","vacant housing","fraction","percent",13.7
NA,33,NA,33320,2015,"housing","vacant housing","number of vacant housing","count",1984
NA,33,NA,33320,2015,"housing","vacant housing","total number of housing","count",14506
NA,33,NA,33330,2015,"housing","vacant housing","fraction","percent",11.6
NA,33,NA,33330,2015,"housing","vacant housing","number of vacant housing","count",2387
NA,33,NA,33330,2015,"housing","vacant housing","total number of housing","count",20496
NA,33,NA,33340,2015,"housing","vacant housing","fraction","percent",12.2
NA,33,NA,33340,2015,"housing","vacant housing","number of vacant housing","count",2499
NA,33,NA,33340,2015,"housing","vacant housing","total number of housing","count",20561
NA,33,NA,33350,2015,"housing","vacant housing","fraction","percent",15.2
NA,33,NA,33350,2015,"housing","vacant housing","number of vacant housing","count",4232
NA,33,NA,33350,2015,"housing","vacant housing","total number of housing","count",27896
NA,33,NA,33360,2015,"housing","vacant housing","fraction","percent",7.9
NA,33,NA,33360,2015,"housing","vacant housing","number of vacant housing","count",1198
NA,33,NA,33360,2015,"housing","vacant housing","total number of housing","count",15212
NA,33,NA,33370,2015,"housing","vacant housing","fraction","percent",15.9
NA,33,NA,33370,2015,"housing","vacant housing","number of vacant housing","count",6205
NA,33,NA,33370,2015,"housing","vacant housing","total number of housing","count",39142
NA,33,NA,33380,2015,"housing","vacant housing","fraction","percent",13.6
NA,33,NA,33380,2015,"housing","vacant housing","number of vacant housing","count",1765
NA,33,NA,33380,2015,"housing","vacant housing","total number of housing","count",12939
NA,33,NA,33390,2015,"housing","vacant housing","fraction","percent",13.6
NA,33,NA,33390,2015,"housing","vacant housing","number of vacant housing","count",1894
NA,33,NA,33390,2015,"housing","vacant housing","total number of housing","count",13957
"Chungcheongnam-do",34,"Cheonan-si",34010,2015,"housing","vacant housing","fraction","percent",5.8
"Chungcheongnam-do",34,"Cheonan-si",34010,2015,"housing","vacant housing","number of vacant housing","count",11425
"Chungcheongnam-do",34,"Cheonan-si",34010,2015,"housing","vacant housing","total number of housing","count",198554
"Chungcheongnam-do",34,"Gongju-si",34020,2015,"housing","vacant housing","fraction","percent",10.2
"Chungcheongnam-do",34,"Gongju-si",34020,2015,"housing","vacant housing","number of vacant housing","count",4230
"Chungcheongnam-do",34,"Gongju-si",34020,2015,"housing","vacant housing","total number of housing","count",41325
"Chungcheongnam-do",34,"Boryeong-si",34030,2015,"housing","vacant housing","fraction","percent",10.1
"Chungcheongnam-do",34,"Boryeong-si",34030,2015,"housing","vacant housing","number of vacant housing","count",4084
"Chungcheongnam-do",34,"Boryeong-si",34030,2015,"housing","vacant housing","total number of housing","count",40475
"Chungcheongnam-do",34,"Asan-si",34040,2015,"housing","vacant housing","fraction","percent",9.4
"Chungcheongnam-do",34,"Asan-si",34040,2015,"housing","vacant housing","number of vacant housing","count",10032
"Chungcheongnam-do",34,"Asan-si",34040,2015,"housing","vacant housing","total number of housing","count",107098
"Chungcheongnam-do",34,"Seosan-si",34050,2015,"housing","vacant housing","fraction","percent",10.2
"Chungcheongnam-do",34,"Seosan-si",34050,2015,"housing","vacant housing","number of vacant housing","count",6335
"Chungcheongnam-do",34,"Seosan-si",34050,2015,"housing","vacant housing","total number of housing","count",61894
"Chungcheongnam-do",34,"Nonsan-si",34060,2015,"housing","vacant housing","fraction","percent",11.3
"Chungcheongnam-do",34,"Nonsan-si",34060,2015,"housing","vacant housing","number of vacant housing","count",5283
"Chungcheongnam-do",34,"Nonsan-si",34060,2015,"housing","vacant housing","total number of housing","count",46731
"Chungcheongnam-do",34,"Gyeryong-si",34070,2015,"housing","vacant housing","fraction","percent",18
"Chungcheongnam-do",34,"Gyeryong-si",34070,2015,"housing","vacant housing","number of vacant housing","count",2737
"Chungcheongnam-do",34,"Gyeryong-si",34070,2015,"housing","vacant housing","total number of housing","count",15202
"Chungcheongnam-do",34,"Dangjin-si",34080,2015,"housing","vacant housing","fraction","percent",6.6
"Chungcheongnam-do",34,"Dangjin-si",34080,2015,"housing","vacant housing","number of vacant housing","count",3671
"Chungcheongnam-do",34,"Dangjin-si",34080,2015,"housing","vacant housing","total number of housing","count",55487
NA,34,NA,34310,2015,"housing","vacant housing","fraction","percent",15.9
NA,34,NA,34310,2015,"housing","vacant housing","number of vacant housing","count",3609
NA,34,NA,34310,2015,"housing","vacant housing","total number of housing","count",22672
NA,34,NA,34330,2015,"housing","vacant housing","fraction","percent",11.3
NA,34,NA,34330,2015,"housing","vacant housing","number of vacant housing","count",3268
NA,34,NA,34330,2015,"housing","vacant housing","total number of housing","count",28824
NA,34,NA,34340,2015,"housing","vacant housing","fraction","percent",13.9
NA,34,NA,34340,2015,"housing","vacant housing","number of vacant housing","count",3430
NA,34,NA,34340,2015,"housing","vacant housing","total number of housing","count",24718
NA,34,NA,34350,2015,"housing","vacant housing","fraction","percent",13.2
NA,34,NA,34350,2015,"housing","vacant housing","number of vacant housing","count",1824
NA,34,NA,34350,2015,"housing","vacant housing","total number of housing","count",13815
NA,34,NA,34360,2015,"housing","vacant housing","fraction","percent",15.9
NA,34,NA,34360,2015,"housing","vacant housing","number of vacant housing","count",6025
NA,34,NA,34360,2015,"housing","vacant housing","total number of housing","count",37931
NA,34,NA,34370,2015,"housing","vacant housing","fraction","percent",12.7
NA,34,NA,34370,2015,"housing","vacant housing","number of vacant housing","count",4286
NA,34,NA,34370,2015,"housing","vacant housing","total number of housing","count",33809
NA,34,NA,34380,2015,"housing","vacant housing","fraction","percent",13.5
NA,34,NA,34380,2015,"housing","vacant housing","number of vacant housing","count",3480
NA,34,NA,34380,2015,"housing","vacant housing","total number of housing","count",25837
"Jeollabuk-do",35,"Jeonju-si",35010,2015,"housing","vacant housing","fraction","percent",7.2
"Jeollabuk-do",35,"Jeonju-si",35010,2015,"housing","vacant housing","number of vacant housing","count",15139
"Jeollabuk-do",35,"Jeonju-si",35010,2015,"housing","vacant housing","total number of housing","count",211216
"Jeollabuk-do",35,"Gunsan-si",35020,2015,"housing","vacant housing","fraction","percent",13
"Jeollabuk-do",35,"Gunsan-si",35020,2015,"housing","vacant housing","number of vacant housing","count",13971
"Jeollabuk-do",35,"Gunsan-si",35020,2015,"housing","vacant housing","total number of housing","count",107580
"Jeollabuk-do",35,"Iksan-si",35030,2015,"housing","vacant housing","fraction","percent",11
"Jeollabuk-do",35,"Iksan-si",35030,2015,"housing","vacant housing","number of vacant housing","count",12578
"Jeollabuk-do",35,"Iksan-si",35030,2015,"housing","vacant housing","total number of housing","count",114219
"Jeollabuk-do",35,"Jeongeup-si",35040,2015,"housing","vacant housing","fraction","percent",11.3
"Jeollabuk-do",35,"Jeongeup-si",35040,2015,"housing","vacant housing","number of vacant housing","count",5195
"Jeollabuk-do",35,"Jeongeup-si",35040,2015,"housing","vacant housing","total number of housing","count",45821
"Jeollabuk-do",35,"Namwon-si",35050,2015,"housing","vacant housing","fraction","percent",11
"Jeollabuk-do",35,"Namwon-si",35050,2015,"housing","vacant housing","number of vacant housing","count",3620
"Jeollabuk-do",35,"Namwon-si",35050,2015,"housing","vacant housing","total number of housing","count",33017
"Jeollabuk-do",35,"Gimje-si",35060,2015,"housing","vacant housing","fraction","percent",13
"Jeollabuk-do",35,"Gimje-si",35060,2015,"housing","vacant housing","number of vacant housing","count",4792
"Jeollabuk-do",35,"Gimje-si",35060,2015,"housing","vacant housing","total number of housing","count",36943
NA,35,NA,35310,2015,"housing","vacant housing","fraction","percent",11.6
NA,35,NA,35310,2015,"housing","vacant housing","number of vacant housing","count",4061
NA,35,NA,35310,2015,"housing","vacant housing","total number of housing","count",35124
NA,35,NA,35320,2015,"housing","vacant housing","fraction","percent",12.1
NA,35,NA,35320,2015,"housing","vacant housing","number of vacant housing","count",1218
NA,35,NA,35320,2015,"housing","vacant housing","total number of housing","count",10096
NA,35,NA,35330,2015,"housing","vacant housing","fraction","percent",15.4
NA,35,NA,35330,2015,"housing","vacant housing","number of vacant housing","count",1627
NA,35,NA,35330,2015,"housing","vacant housing","total number of housing","count",10592
NA,35,NA,35340,2015,"housing","vacant housing","fraction","percent",11.6
NA,35,NA,35340,2015,"housing","vacant housing","number of vacant housing","count",1083
NA,35,NA,35340,2015,"housing","vacant housing","total number of housing","count",9322
NA,35,NA,35350,2015,"housing","vacant housing","fraction","percent",18.7
NA,35,NA,35350,2015,"housing","vacant housing","number of vacant housing","count",2359
NA,35,NA,35350,2015,"housing","vacant housing","total number of housing","count",12617
NA,35,NA,35360,2015,"housing","vacant housing","fraction","percent",16.1
NA,35,NA,35360,2015,"housing","vacant housing","number of vacant housing","count",2014
NA,35,NA,35360,2015,"housing","vacant housing","total number of housing","count",12540
NA,35,NA,35370,2015,"housing","vacant housing","fraction","percent",12
NA,35,NA,35370,2015,"housing","vacant housing","number of vacant housing","count",2921
NA,35,NA,35370,2015,"housing","vacant housing","total number of housing","count",24355
NA,35,NA,35380,2015,"housing","vacant housing","fraction","percent",13.9
NA,35,NA,35380,2015,"housing","vacant housing","number of vacant housing","count",3291
NA,35,NA,35380,2015,"housing","vacant housing","total number of housing","count",23661
"Jeollanam-do",36,"Mokpo-si",36010,2015,"housing","vacant housing","fraction","percent",10.2
"Jeollanam-do",36,"Mokpo-si",36010,2015,"housing","vacant housing","number of vacant housing","count",8910
"Jeollanam-do",36,"Mokpo-si",36010,2015,"housing","vacant housing","total number of housing","count",87463
"Jeollanam-do",36,"Yeosu-si",36020,2015,"housing","vacant housing","fraction","percent",12.7
"Jeollanam-do",36,"Yeosu-si",36020,2015,"housing","vacant housing","number of vacant housing","count",13835
"Jeollanam-do",36,"Yeosu-si",36020,2015,"housing","vacant housing","total number of housing","count",108842
"Jeollanam-do",36,"Suncheon-si",36030,2015,"housing","vacant housing","fraction","percent",12.5
"Jeollanam-do",36,"Suncheon-si",36030,2015,"housing","vacant housing","number of vacant housing","count",12842
"Jeollanam-do",36,"Suncheon-si",36030,2015,"housing","vacant housing","total number of housing","count",102667
"Jeollanam-do",36,"Naju-si",36040,2015,"housing","vacant housing","fraction","percent",21.3
"Jeollanam-do",36,"Naju-si",36040,2015,"housing","vacant housing","number of vacant housing","count",8973
"Jeollanam-do",36,"Naju-si",36040,2015,"housing","vacant housing","total number of housing","count",42150
"Jeollanam-do",36,"Gwangyang-si",36060,2015,"housing","vacant housing","fraction","percent",14.6
"Jeollanam-do",36,"Gwangyang-si",36060,2015,"housing","vacant housing","number of vacant housing","count",8438
"Jeollanam-do",36,"Gwangyang-si",36060,2015,"housing","vacant housing","total number of housing","count",57939
NA,36,NA,36310,2015,"housing","vacant housing","fraction","percent",13
NA,36,NA,36310,2015,"housing","vacant housing","number of vacant housing","count",2219
NA,36,NA,36310,2015,"housing","vacant housing","total number of housing","count",17050
NA,36,NA,36320,2015,"housing","vacant housing","fraction","percent",15.5
NA,36,NA,36320,2015,"housing","vacant housing","number of vacant housing","count",2022
NA,36,NA,36320,2015,"housing","vacant housing","total number of housing","count",13087
NA,36,NA,36330,2015,"housing","vacant housing","fraction","percent",16.5
NA,36,NA,36330,2015,"housing","vacant housing","number of vacant housing","count",1864
NA,36,NA,36330,2015,"housing","vacant housing","total number of housing","count",11287
NA,36,NA,36350,2015,"housing","vacant housing","fraction","percent",15.8
NA,36,NA,36350,2015,"housing","vacant housing","number of vacant housing","count",5164
NA,36,NA,36350,2015,"housing","vacant housing","total number of housing","count",32786
NA,36,NA,36360,2015,"housing","vacant housing","fraction","percent",15.3
NA,36,NA,36360,2015,"housing","vacant housing","number of vacant housing","count",3036
NA,36,NA,36360,2015,"housing","vacant housing","total number of housing","count",19830
NA,36,NA,36370,2015,"housing","vacant housing","fraction","percent",16.7
NA,36,NA,36370,2015,"housing","vacant housing","number of vacant housing","count",4584
NA,36,NA,36370,2015,"housing","vacant housing","total number of housing","count",27448
NA,36,NA,36380,2015,"housing","vacant housing","fraction","percent",13
NA,36,NA,36380,2015,"housing","vacant housing","number of vacant housing","count",2231
NA,36,NA,36380,2015,"housing","vacant housing","total number of housing","count",17192
NA,36,NA,36390,2015,"housing","vacant housing","fraction","percent",16.1
NA,36,NA,36390,2015,"housing","vacant housing","number of vacant housing","count",2661
NA,36,NA,36390,2015,"housing","vacant housing","total number of housing","count",16553
NA,36,NA,36400,2015,"housing","vacant housing","fraction","percent",11.1
NA,36,NA,36400,2015,"housing","vacant housing","number of vacant housing","count",3320
NA,36,NA,36400,2015,"housing","vacant housing","total number of housing","count",29935
NA,36,NA,36410,2015,"housing","vacant housing","fraction","percent",15.4
NA,36,NA,36410,2015,"housing","vacant housing","number of vacant housing","count",3857
NA,36,NA,36410,2015,"housing","vacant housing","total number of housing","count",25088
NA,36,NA,36420,2015,"housing","vacant housing","fraction","percent",17.1
NA,36,NA,36420,2015,"housing","vacant housing","number of vacant housing","count",5486
NA,36,NA,36420,2015,"housing","vacant housing","total number of housing","count",32005
NA,36,NA,36430,2015,"housing","vacant housing","fraction","percent",14.3
NA,36,NA,36430,2015,"housing","vacant housing","number of vacant housing","count",2069
NA,36,NA,36430,2015,"housing","vacant housing","total number of housing","count",14461
NA,36,NA,36440,2015,"housing","vacant housing","fraction","percent",12.7
NA,36,NA,36440,2015,"housing","vacant housing","number of vacant housing","count",2831
NA,36,NA,36440,2015,"housing","vacant housing","total number of housing","count",22308
NA,36,NA,36450,2015,"housing","vacant housing","fraction","percent",13.8
NA,36,NA,36450,2015,"housing","vacant housing","number of vacant housing","count",2433
NA,36,NA,36450,2015,"housing","vacant housing","total number of housing","count",17648
NA,36,NA,36460,2015,"housing","vacant housing","fraction","percent",14.3
NA,36,NA,36460,2015,"housing","vacant housing","number of vacant housing","count",3043
NA,36,NA,36460,2015,"housing","vacant housing","total number of housing","count",21315
NA,36,NA,36470,2015,"housing","vacant housing","fraction","percent",11.1
NA,36,NA,36470,2015,"housing","vacant housing","number of vacant housing","count",1509
NA,36,NA,36470,2015,"housing","vacant housing","total number of housing","count",13608
NA,36,NA,36480,2015,"housing","vacant housing","fraction","percent",11.8
NA,36,NA,36480,2015,"housing","vacant housing","number of vacant housing","count",2006
NA,36,NA,36480,2015,"housing","vacant housing","total number of housing","count",16959
"Gyeongsangbuk-do",37,"Pohang-si",37010,2015,"housing","vacant housing","fraction","percent",9.1
"Gyeongsangbuk-do",37,"Pohang-si",37010,2015,"housing","vacant housing","number of vacant housing","count",16696
"Gyeongsangbuk-do",37,"Pohang-si",37010,2015,"housing","vacant housing","total number of housing","count",184062
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2015,"housing","vacant housing","fraction","percent",10.8
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2015,"housing","vacant housing","number of vacant housing","count",10394
"Gyeongsangbuk-do",37,"Gyeongju-si",37020,2015,"housing","vacant housing","total number of housing","count",96064
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2015,"housing","vacant housing","fraction","percent",11.4
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2015,"housing","vacant housing","number of vacant housing","count",6038
"Gyeongsangbuk-do",37,"Gimcheon-si",37030,2015,"housing","vacant housing","total number of housing","count",52946
"Gyeongsangbuk-do",37,"Andong-si",37040,2015,"housing","vacant housing","fraction","percent",12.1
"Gyeongsangbuk-do",37,"Andong-si",37040,2015,"housing","vacant housing","number of vacant housing","count",7955
"Gyeongsangbuk-do",37,"Andong-si",37040,2015,"housing","vacant housing","total number of housing","count",65729
"Gyeongsangbuk-do",37,"Gumi-si",37050,2015,"housing","vacant housing","fraction","percent",7.6
"Gyeongsangbuk-do",37,"Gumi-si",37050,2015,"housing","vacant housing","number of vacant housing","count",9950
"Gyeongsangbuk-do",37,"Gumi-si",37050,2015,"housing","vacant housing","total number of housing","count",130833
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2015,"housing","vacant housing","fraction","percent",9
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2015,"housing","vacant housing","number of vacant housing","count",3675
"Gyeongsangbuk-do",37,"Yeongju-si",37060,2015,"housing","vacant housing","total number of housing","count",41043
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2015,"housing","vacant housing","fraction","percent",14.1
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2015,"housing","vacant housing","number of vacant housing","count",5881
"Gyeongsangbuk-do",37,"Yeongcheon-si",37070,2015,"housing","vacant housing","total number of housing","count",41748
"Gyeongsangbuk-do",37,"Sangju-si",37080,2015,"housing","vacant housing","fraction","percent",12.6
"Gyeongsangbuk-do",37,"Sangju-si",37080,2015,"housing","vacant housing","number of vacant housing","count",5331
"Gyeongsangbuk-do",37,"Sangju-si",37080,2015,"housing","vacant housing","total number of housing","count",42219
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2015,"housing","vacant housing","fraction","percent",10.9
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2015,"housing","vacant housing","number of vacant housing","count",3171
"Gyeongsangbuk-do",37,"Mungyeong-si",37090,2015,"housing","vacant housing","total number of housing","count",29161
"Gyeongsangbuk-do",37,"Gyeongsan-si",37100,2015,"housing","vacant housing","fraction","percent",7.6
