"sggcd","year","type","class1","class2","unit","value"
"34320",2015,"population","fertility","35-39","births per 1000",NA
"34320",2020,"population","fertility","35-39","births per 1000",NA
"34330",2010,"population","fertility","35-39","births per 1000",27.1
"34330",2015,"population","fertility","35-39","births per 1000",45
"34330",2020,"population","fertility","35-39","births per 1000",36.4
"34340",2010,"population","fertility","35-39","births per 1000",27.7
"34340",2015,"population","fertility","35-39","births per 1000",38.8
"34340",2020,"population","fertility","35-39","births per 1000",52.7
"34350",2010,"population","fertility","35-39","births per 1000",40.2
"34350",2015,"population","fertility","35-39","births per 1000",43.9
"34350",2020,"population","fertility","35-39","births per 1000",47.5
"34360",2010,"population","fertility","35-39","births per 1000",32
"34360",2015,"population","fertility","35-39","births per 1000",41.6
"34360",2020,"population","fertility","35-39","births per 1000",44.5
"34370",2010,"population","fertility","35-39","births per 1000",28.7
"34370",2015,"population","fertility","35-39","births per 1000",40.6
"34370",2020,"population","fertility","35-39","births per 1000",36.9
"34380",2010,"population","fertility","35-39","births per 1000",32.6
"34380",2015,"population","fertility","35-39","births per 1000",41.4
"34380",2020,"population","fertility","35-39","births per 1000",46.1
"34390",2010,"population","fertility","35-39","births per 1000",34.5
"34390",2015,"population","fertility","35-39","births per 1000",NA
"34390",2020,"population","fertility","35-39","births per 1000",NA
"35010",2010,"population","fertility","35-39","births per 1000",29.5
"35010",2015,"population","fertility","35-39","births per 1000",44.3
"35010",2020,"population","fertility","35-39","births per 1000",36.6
"35011",2010,"population","fertility","35-39","births per 1000",28.4
"35011",2015,"population","fertility","35-39","births per 1000",45.7
"35011",2020,"population","fertility","35-39","births per 1000",34.7
"35012",2010,"population","fertility","35-39","births per 1000",30.9
"35012",2015,"population","fertility","35-39","births per 1000",42.7
"35012",2020,"population","fertility","35-39","births per 1000",38.4
"35020",2010,"population","fertility","35-39","births per 1000",29.2
"35020",2015,"population","fertility","35-39","births per 1000",45.4
"35020",2020,"population","fertility","35-39","births per 1000",37.1
"35030",2010,"population","fertility","35-39","births per 1000",27.6
"35030",2015,"population","fertility","35-39","births per 1000",46.5
"35030",2020,"population","fertility","35-39","births per 1000",36.3
"35040",2010,"population","fertility","35-39","births per 1000",35.4
"35040",2015,"population","fertility","35-39","births per 1000",47.4
"35040",2020,"population","fertility","35-39","births per 1000",38.1
"35050",2010,"population","fertility","35-39","births per 1000",34
"35050",2015,"population","fertility","35-39","births per 1000",43.3
"35050",2020,"population","fertility","35-39","births per 1000",57.5
"35060",2010,"population","fertility","35-39","births per 1000",37.9
"35060",2015,"population","fertility","35-39","births per 1000",39.2
"35060",2020,"population","fertility","35-39","births per 1000",45.8
"35310",2010,"population","fertility","35-39","births per 1000",46.2
"35310",2015,"population","fertility","35-39","births per 1000",55.7
"35310",2020,"population","fertility","35-39","births per 1000",41.2
"35320",2010,"population","fertility","35-39","births per 1000",51.1
"35320",2015,"population","fertility","35-39","births per 1000",69.9
"35320",2020,"population","fertility","35-39","births per 1000",75.5
"35330",2010,"population","fertility","35-39","births per 1000",24.4
"35330",2015,"population","fertility","35-39","births per 1000",65.3
"35330",2020,"population","fertility","35-39","births per 1000",64.7
"35340",2010,"population","fertility","35-39","births per 1000",57.6
"35340",2015,"population","fertility","35-39","births per 1000",54.3
"35340",2020,"population","fertility","35-39","births per 1000",55.1
"35350",2010,"population","fertility","35-39","births per 1000",51.5
"35350",2015,"population","fertility","35-39","births per 1000",40.7
"35350",2020,"population","fertility","35-39","births per 1000",97.3
"35360",2010,"population","fertility","35-39","births per 1000",27.1
"35360",2015,"population","fertility","35-39","births per 1000",53.2
"35360",2020,"population","fertility","35-39","births per 1000",85.6
"35370",2010,"population","fertility","35-39","births per 1000",33.6
"35370",2015,"population","fertility","35-39","births per 1000",48.5
"35370",2020,"population","fertility","35-39","births per 1000",51
"35380",2010,"population","fertility","35-39","births per 1000",37.2
"35380",2015,"population","fertility","35-39","births per 1000",42.9
"35380",2020,"population","fertility","35-39","births per 1000",43.5
"36010",2010,"population","fertility","35-39","births per 1000",32.8
"36010",2015,"population","fertility","35-39","births per 1000",40.3
"36010",2020,"population","fertility","35-39","births per 1000",30.9
"36020",2010,"population","fertility","35-39","births per 1000",29.1
"36020",2015,"population","fertility","35-39","births per 1000",46.9
"36020",2020,"population","fertility","35-39","births per 1000",45.7
"36030",2010,"population","fertility","35-39","births per 1000",24.9
"36030",2015,"population","fertility","35-39","births per 1000",42
"36030",2020,"population","fertility","35-39","births per 1000",41.6
"36040",2010,"population","fertility","35-39","births per 1000",30.2
"36040",2015,"population","fertility","35-39","births per 1000",57.8
"36040",2020,"population","fertility","35-39","births per 1000",51
"36060",2010,"population","fertility","35-39","births per 1000",31.7
"36060",2015,"population","fertility","35-39","births per 1000",49.2
"36060",2020,"population","fertility","35-39","births per 1000",44.7
"36310",2010,"population","fertility","35-39","births per 1000",40.4
"36310",2015,"population","fertility","35-39","births per 1000",55.7
"36310",2020,"population","fertility","35-39","births per 1000",82.4
"36320",2010,"population","fertility","35-39","births per 1000",31.6
"36320",2015,"population","fertility","35-39","births per 1000",57.4
"36320",2020,"population","fertility","35-39","births per 1000",50.9
"36330",2010,"population","fertility","35-39","births per 1000",46.2
"36330",2015,"population","fertility","35-39","births per 1000",47.1
"36330",2020,"population","fertility","35-39","births per 1000",48.5
"36350",2010,"population","fertility","35-39","births per 1000",30.6
"36350",2015,"population","fertility","35-39","births per 1000",43.3
"36350",2020,"population","fertility","35-39","births per 1000",67.1
"36360",2010,"population","fertility","35-39","births per 1000",43.7
"36360",2015,"population","fertility","35-39","births per 1000",64
"36360",2020,"population","fertility","35-39","births per 1000",39.2
"36370",2010,"population","fertility","35-39","births per 1000",37.7
"36370",2015,"population","fertility","35-39","births per 1000",49.4
"36370",2020,"population","fertility","35-39","births per 1000",48.1
"36380",2010,"population","fertility","35-39","births per 1000",32.4
"36380",2015,"population","fertility","35-39","births per 1000",49.2
"36380",2020,"population","fertility","35-39","births per 1000",88.7
"36390",2010,"population","fertility","35-39","births per 1000",58.4
"36390",2015,"population","fertility","35-39","births per 1000",72.4
"36390",2020,"population","fertility","35-39","births per 1000",53.2
"36400",2010,"population","fertility","35-39","births per 1000",36.2
"36400",2015,"population","fertility","35-39","births per 1000",81.9
"36400",2020,"population","fertility","35-39","births per 1000",63.5
"36410",2010,"population","fertility","35-39","births per 1000",31.9
"36410",2015,"population","fertility","35-39","births per 1000",57.4
"36410",2020,"population","fertility","35-39","births per 1000",54.8
"36420",2010,"population","fertility","35-39","births per 1000",37.1
"36420",2015,"population","fertility","35-39","births per 1000",42.7
"36420",2020,"population","fertility","35-39","births per 1000",39.2
"36430",2010,"population","fertility","35-39","births per 1000",42.7
"36430",2015,"population","fertility","35-39","births per 1000",52.5
"36430",2020,"population","fertility","35-39","births per 1000",90.6
"36440",2010,"population","fertility","35-39","births per 1000",45.3
"36440",2015,"population","fertility","35-39","births per 1000",67.9
"36440",2020,"population","fertility","35-39","births per 1000",98.2
"36450",2010,"population","fertility","35-39","births per 1000",40.4
"36450",2015,"population","fertility","35-39","births per 1000",71.6
"36450",2020,"population","fertility","35-39","births per 1000",71.5
"36460",2010,"population","fertility","35-39","births per 1000",46.7
"36460",2015,"population","fertility","35-39","births per 1000",45.3
"36460",2020,"population","fertility","35-39","births per 1000",62.6
"36470",2010,"population","fertility","35-39","births per 1000",49.9
"36470",2015,"population","fertility","35-39","births per 1000",42.7
"36470",2020,"population","fertility","35-39","births per 1000",46.9
"36480",2010,"population","fertility","35-39","births per 1000",33.6
"36480",2015,"population","fertility","35-39","births per 1000",59.2
"36480",2020,"population","fertility","35-39","births per 1000",80.1
"37010",2010,"population","fertility","35-39","births per 1000",28
"37010",2015,"population","fertility","35-39","births per 1000",47.7
"37010",2020,"population","fertility","35-39","births per 1000",38.1
"37011",2010,"population","fertility","35-39","births per 1000",28.7
"37011",2015,"population","fertility","35-39","births per 1000",47
"37011",2020,"population","fertility","35-39","births per 1000",36.7
"37012",2010,"population","fertility","35-39","births per 1000",27.3
"37012",2015,"population","fertility","35-39","births per 1000",48.3
"37012",2020,"population","fertility","35-39","births per 1000",39.2
"37020",2010,"population","fertility","35-39","births per 1000",29.2
"37020",2015,"population","fertility","35-39","births per 1000",48.7
"37020",2020,"population","fertility","35-39","births per 1000",40.3
"37030",2010,"population","fertility","35-39","births per 1000",26.7
"37030",2015,"population","fertility","35-39","births per 1000",41.7
"37030",2020,"population","fertility","35-39","births per 1000",55.5
"37040",2010,"population","fertility","35-39","births per 1000",32.9
"37040",2015,"population","fertility","35-39","births per 1000",58.1
"37040",2020,"population","fertility","35-39","births per 1000",44.1
"37050",2010,"population","fertility","35-39","births per 1000",22.1
"37050",2015,"population","fertility","35-39","births per 1000",40.2
"37050",2020,"population","fertility","35-39","births per 1000",36.2
"37060",2010,"population","fertility","35-39","births per 1000",25.5
"37060",2015,"population","fertility","35-39","births per 1000",46
"37060",2020,"population","fertility","35-39","births per 1000",41.9
"37070",2010,"population","fertility","35-39","births per 1000",31.3
"37070",2015,"population","fertility","35-39","births per 1000",45.8
"37070",2020,"population","fertility","35-39","births per 1000",68.2
"37080",2010,"population","fertility","35-39","births per 1000",32.9
"37080",2015,"population","fertility","35-39","births per 1000",53
"37080",2020,"population","fertility","35-39","births per 1000",43.7
"37090",2010,"population","fertility","35-39","births per 1000",25.4
"37090",2015,"population","fertility","35-39","births per 1000",55.7
"37090",2020,"population","fertility","35-39","births per 1000",50.1
"37100",2010,"population","fertility","35-39","births per 1000",30.8
"37100",2015,"population","fertility","35-39","births per 1000",50.8
"37100",2020,"population","fertility","35-39","births per 1000",39
"37310",2010,"population","fertility","35-39","births per 1000",27.4
"37310",2015,"population","fertility","35-39","births per 1000",61.5
"37310",2020,"population","fertility","35-39","births per 1000",59.9
"37320",2010,"population","fertility","35-39","births per 1000",32.4
"37320",2015,"population","fertility","35-39","births per 1000",51.9
"37320",2020,"population","fertility","35-39","births per 1000",73.1
"37330",2010,"population","fertility","35-39","births per 1000",36.4
"37330",2015,"population","fertility","35-39","births per 1000",65.4
"37330",2020,"population","fertility","35-39","births per 1000",50
"37340",2010,"population","fertility","35-39","births per 1000",12.4
"37340",2015,"population","fertility","35-39","births per 1000",58.7
"37340",2020,"population","fertility","35-39","births per 1000",37.8
"37350",2010,"population","fertility","35-39","births per 1000",30.2
"37350",2015,"population","fertility","35-39","births per 1000",59.2
"37350",2020,"population","fertility","35-39","births per 1000",67.3
"37360",2010,"population","fertility","35-39","births per 1000",24.3
"37360",2015,"population","fertility","35-39","births per 1000",49.8
"37360",2020,"population","fertility","35-39","births per 1000",50.1
"37370",2010,"population","fertility","35-39","births per 1000",26.8
"37370",2015,"population","fertility","35-39","births per 1000",62.7
"37370",2020,"population","fertility","35-39","births per 1000",48.5
"37380",2010,"population","fertility","35-39","births per 1000",37
"37380",2015,"population","fertility","35-39","births per 1000",64.2
"37380",2020,"population","fertility","35-39","births per 1000",63.6
"37390",2010,"population","fertility","35-39","births per 1000",34.7
"37390",2015,"population","fertility","35-39","births per 1000",43.1
"37390",2020,"population","fertility","35-39","births per 1000",31.2
"37400",2010,"population","fertility","35-39","births per 1000",20.4
"37400",2015,"population","fertility","35-39","births per 1000",55.5
"37400",2020,"population","fertility","35-39","births per 1000",51
"37410",2010,"population","fertility","35-39","births per 1000",51.4
"37410",2015,"population","fertility","35-39","births per 1000",73.7
"37410",2020,"population","fertility","35-39","births per 1000",36.6
"37420",2010,"population","fertility","35-39","births per 1000",29.7
"37420",2015,"population","fertility","35-39","births per 1000",62.7
"37420",2020,"population","fertility","35-39","births per 1000",47.5
"37430",2010,"population","fertility","35-39","births per 1000",35.3
"37430",2015,"population","fertility","35-39","births per 1000",32.5
"37430",2020,"population","fertility","35-39","births per 1000",35.5
"38010",2010,"population","fertility","35-39","births per 1000",NA
"38010",2015,"population","fertility","35-39","births per 1000",NA
"38010",2020,"population","fertility","35-39","births per 1000",NA
"38020",2010,"population","fertility","35-39","births per 1000",NA
"38020",2015,"population","fertility","35-39","births per 1000",NA
"38020",2020,"population","fertility","35-39","births per 1000",NA
"38021",2010,"population","fertility","35-39","births per 1000",NA
"38021",2015,"population","fertility","35-39","births per 1000",NA
"38021",2020,"population","fertility","35-39","births per 1000",NA
"38022",2010,"population","fertility","35-39","births per 1000",NA
"38022",2015,"population","fertility","35-39","births per 1000",NA
"38022",2020,"population","fertility","35-39","births per 1000",NA
"38030",2010,"population","fertility","35-39","births per 1000",25.1
"38030",2015,"population","fertility","35-39","births per 1000",46.3
"38030",2020,"population","fertility","35-39","births per 1000",41.3
"38040",2010,"population","fertility","35-39","births per 1000",NA
"38040",2015,"population","fertility","35-39","births per 1000",NA
"38040",2020,"population","fertility","35-39","births per 1000",NA
"38050",2010,"population","fertility","35-39","births per 1000",33.9
"38050",2015,"population","fertility","35-39","births per 1000",47.3
"38050",2020,"population","fertility","35-39","births per 1000",34.8
"38060",2010,"population","fertility","35-39","births per 1000",34.4
"38060",2015,"population","fertility","35-39","births per 1000",45.2
"38060",2020,"population","fertility","35-39","births per 1000",42.7
"38070",2010,"population","fertility","35-39","births per 1000",30.7
"38070",2015,"population","fertility","35-39","births per 1000",45.1
"38070",2020,"population","fertility","35-39","births per 1000",38.3
"38080",2010,"population","fertility","35-39","births per 1000",28.5
"38080",2015,"population","fertility","35-39","births per 1000",48.7
"38080",2020,"population","fertility","35-39","births per 1000",44.9
"38090",2010,"population","fertility","35-39","births per 1000",32.4
"38090",2015,"population","fertility","35-39","births per 1000",53.9
"38090",2020,"population","fertility","35-39","births per 1000",32.4
"38100",2010,"population","fertility","35-39","births per 1000",31.6
"38100",2015,"population","fertility","35-39","births per 1000",51.3
"38100",2020,"population","fertility","35-39","births per 1000",45.5
"38110",2010,"population","fertility","35-39","births per 1000",28.6
"38110",2015,"population","fertility","35-39","births per 1000",45
"38110",2020,"population","fertility","35-39","births per 1000",38.1
"38111",2010,"population","fertility","35-39","births per 1000",26.1
"38111",2015,"population","fertility","35-39","births per 1000",47.9
"38111",2020,"population","fertility","35-39","births per 1000",42.1
"38112",2010,"population","fertility","35-39","births per 1000",28.2
"38112",2015,"population","fertility","35-39","births per 1000",45.6
"38112",2020,"population","fertility","35-39","births per 1000",34.7
"38113",2010,"population","fertility","35-39","births per 1000",25.7
"38113",2015,"population","fertility","35-39","births per 1000",47.3
"38113",2020,"population","fertility","35-39","births per 1000",33.4
"38114",2010,"population","fertility","35-39","births per 1000",27.4
"38114",2015,"population","fertility","35-39","births per 1000",40.2
"38114",2020,"population","fertility","35-39","births per 1000",37.3
"38115",2010,"population","fertility","35-39","births per 1000",35.8
"38115",2015,"population","fertility","35-39","births per 1000",44.3
"38115",2020,"population","fertility","35-39","births per 1000",40.6
"38310",2010,"population","fertility","35-39","births per 1000",37.2
"38310",2015,"population","fertility","35-39","births per 1000",50
"38310",2020,"population","fertility","35-39","births per 1000",42.3
"38320",2010,"population","fertility","35-39","births per 1000",38.3
"38320",2015,"population","fertility","35-39","births per 1000",49.7
"38320",2020,"population","fertility","35-39","births per 1000",33.5
"38330",2010,"population","fertility","35-39","births per 1000",23.6
"38330",2015,"population","fertility","35-39","births per 1000",48.9
"38330",2020,"population","fertility","35-39","births per 1000",33.9
"38340",2010,"population","fertility","35-39","births per 1000",32.7
"38340",2015,"population","fertility","35-39","births per 1000",46.2
"38340",2020,"population","fertility","35-39","births per 1000",42.5
"38350",2010,"population","fertility","35-39","births per 1000",23.7
"38350",2015,"population","fertility","35-39","births per 1000",43
"38350",2020,"population","fertility","35-39","births per 1000",54.2
"38360",2010,"population","fertility","35-39","births per 1000",31.5
"38360",2015,"population","fertility","35-39","births per 1000",55.2
"38360",2020,"population","fertility","35-39","births per 1000",48.3
"38370",2010,"population","fertility","35-39","births per 1000",32.5
"38370",2015,"population","fertility","35-39","births per 1000",76.1
"38370",2020,"population","fertility","35-39","births per 1000",57.2
"38380",2010,"population","fertility","35-39","births per 1000",33.6
"38380",2015,"population","fertility","35-39","births per 1000",37.4
"38380",2020,"population","fertility","35-39","births per 1000",44.9
"38390",2010,"population","fertility","35-39","births per 1000",31
"38390",2015,"population","fertility","35-39","births per 1000",35.4
"38390",2020,"population","fertility","35-39","births per 1000",40
"38400",2010,"population","fertility","35-39","births per 1000",18.9
"38400",2015,"population","fertility","35-39","births per 1000",41.4
"38400",2020,"population","fertility","35-39","births per 1000",43.5
"39010",2010,"population","fertility","35-39","births per 1000",39.2
"39010",2015,"population","fertility","35-39","births per 1000",58.8
"39010",2020,"population","fertility","35-39","births per 1000",49.6
"39020",2010,"population","fertility","35-39","births per 1000",44
"39020",2015,"population","fertility","35-39","births per 1000",60.2
"39020",2020,"population","fertility","35-39","births per 1000",48.2
"39310",2010,"population","fertility","35-39","births per 1000",NA
"39310",2015,"population","fertility","35-39","births per 1000",NA
"39310",2020,"population","fertility","35-39","births per 1000",NA
"39320",2010,"population","fertility","35-39","births per 1000",NA
"39320",2015,"population","fertility","35-39","births per 1000",NA
"39320",2020,"population","fertility","35-39","births per 1000",NA
"23090",2020,"population","fertility","35-39","births per 1000",37.5
"11010",2010,"population","fertility","40-44","births per 1000",5.2
"11010",2015,"population","fertility","40-44","births per 1000",4.9
"11010",2020,"population","fertility","40-44","births per 1000",6
"11020",2010,"population","fertility","40-44","births per 1000",5.7
"11020",2015,"population","fertility","40-44","births per 1000",7.7
"11020",2020,"population","fertility","40-44","births per 1000",8.3
"11030",2010,"population","fertility","40-44","births per 1000",6.6
"11030",2015,"population","fertility","40-44","births per 1000",7.8
"11030",2020,"population","fertility","40-44","births per 1000",11.5
"11040",2010,"population","fertility","40-44","births per 1000",4.4
"11040",2015,"population","fertility","40-44","births per 1000",7.7
"11040",2020,"population","fertility","40-44","births per 1000",7.7
"11050",2010,"population","fertility","40-44","births per 1000",5.1
"11050",2015,"population","fertility","40-44","births per 1000",6.2
"11050",2020,"population","fertility","40-44","births per 1000",7.1
"11060",2010,"population","fertility","40-44","births per 1000",4.3
"11060",2015,"population","fertility","40-44","births per 1000",6.5
"11060",2020,"population","fertility","40-44","births per 1000",8.5
"11070",2010,"population","fertility","40-44","births per 1000",4.2
"11070",2015,"population","fertility","40-44","births per 1000",6.7
"11070",2020,"population","fertility","40-44","births per 1000",7
"11080",2010,"population","fertility","40-44","births per 1000",4.8
"11080",2015,"population","fertility","40-44","births per 1000",6.3
"11080",2020,"population","fertility","40-44","births per 1000",7.6
"11090",2010,"population","fertility","40-44","births per 1000",4.2
"11090",2015,"population","fertility","40-44","births per 1000",6.3
"11090",2020,"population","fertility","40-44","births per 1000",6.8
"11100",2010,"population","fertility","40-44","births per 1000",3.9
"11100",2015,"population","fertility","40-44","births per 1000",4.9
"11100",2020,"population","fertility","40-44","births per 1000",6.3
"11110",2010,"population","fertility","40-44","births per 1000",4
"11110",2015,"population","fertility","40-44","births per 1000",4.6
"11110",2020,"population","fertility","40-44","births per 1000",6.2
"11120",2010,"population","fertility","40-44","births per 1000",4
"11120",2015,"population","fertility","40-44","births per 1000",5.8
"11120",2020,"population","fertility","40-44","births per 1000",8
"11130",2010,"population","fertility","40-44","births per 1000",6
"11130",2015,"population","fertility","40-44","births per 1000",7
"11130",2020,"population","fertility","40-44","births per 1000",7.3
"11140",2010,"population","fertility","40-44","births per 1000",5.4
"11140",2015,"population","fertility","40-44","births per 1000",6.8
"11140",2020,"population","fertility","40-44","births per 1000",7.9
"11150",2010,"population","fertility","40-44","births per 1000",3.1
"11150",2015,"population","fertility","40-44","births per 1000",4.3
"11150",2020,"population","fertility","40-44","births per 1000",5.6
"11160",2010,"population","fertility","40-44","births per 1000",4.4
"11160",2015,"population","fertility","40-44","births per 1000",5.5
"11160",2020,"population","fertility","40-44","births per 1000",7.7
"11170",2010,"population","fertility","40-44","births per 1000",4.9
"11170",2015,"population","fertility","40-44","births per 1000",6.6
"11170",2020,"population","fertility","40-44","births per 1000",9.4
"11180",2010,"population","fertility","40-44","births per 1000",4.6
"11180",2015,"population","fertility","40-44","births per 1000",4.9
"11180",2020,"population","fertility","40-44","births per 1000",7.2
"11190",2010,"population","fertility","40-44","births per 1000",4.8
"11190",2015,"population","fertility","40-44","births per 1000",6.1
"11190",2020,"population","fertility","40-44","births per 1000",10.1
"11200",2010,"population","fertility","40-44","births per 1000",4.4
"11200",2015,"population","fertility","40-44","births per 1000",6.5
"11200",2020,"population","fertility","40-44","births per 1000",8.3
"11210",2010,"population","fertility","40-44","births per 1000",5.6
"11210",2015,"population","fertility","40-44","births per 1000",6.2
"11210",2020,"population","fertility","40-44","births per 1000",7.8
"11220",2010,"population","fertility","40-44","births per 1000",6.3
"11220",2015,"population","fertility","40-44","births per 1000",6.7
"11220",2020,"population","fertility","40-44","births per 1000",8.3
"11230",2010,"population","fertility","40-44","births per 1000",4
"11230",2015,"population","fertility","40-44","births per 1000",6.6
"11230",2020,"population","fertility","40-44","births per 1000",7.1
"11240",2010,"population","fertility","40-44","births per 1000",4.1
"11240",2015,"population","fertility","40-44","births per 1000",5.1
"11240",2020,"population","fertility","40-44","births per 1000",8.2
"11250",2010,"population","fertility","40-44","births per 1000",4.1
"11250",2015,"population","fertility","40-44","births per 1000",5.3
"11250",2020,"population","fertility","40-44","births per 1000",8
"21010",2010,"population","fertility","40-44","births per 1000",6.2
"21010",2015,"population","fertility","40-44","births per 1000",10.7
"21010",2020,"population","fertility","40-44","births per 1000",9.5
"21020",2010,"population","fertility","40-44","births per 1000",3.8
"21020",2015,"population","fertility","40-44","births per 1000",5.3
"21020",2020,"population","fertility","40-44","births per 1000",4.2
"21030",2010,"population","fertility","40-44","births per 1000",4.7
"21030",2015,"population","fertility","40-44","births per 1000",7.6
"21030",2020,"population","fertility","40-44","births per 1000",6.3
"21040",2010,"population","fertility","40-44","births per 1000",3.1
"21040",2015,"population","fertility","40-44","births per 1000",4.6
"21040",2020,"population","fertility","40-44","births per 1000",5.6
"21050",2010,"population","fertility","40-44","births per 1000",3.6
"21050",2015,"population","fertility","40-44","births per 1000",6
"21050",2020,"population","fertility","40-44","births per 1000",6.5
"21060",2010,"population","fertility","40-44","births per 1000",4
"21060",2015,"population","fertility","40-44","births per 1000",5.6
"21060",2020,"population","fertility","40-44","births per 1000",5.7
"21070",2010,"population","fertility","40-44","births per 1000",4.5
"21070",2015,"population","fertility","40-44","births per 1000",5.7
"21070",2020,"population","fertility","40-44","births per 1000",5.2
"21080",2010,"population","fertility","40-44","births per 1000",2.1
"21080",2015,"population","fertility","40-44","births per 1000",5
"21080",2020,"population","fertility","40-44","births per 1000",7.5
"21090",2010,"population","fertility","40-44","births per 1000",4
"21090",2015,"population","fertility","40-44","births per 1000",4.8
"21090",2020,"population","fertility","40-44","births per 1000",6.7
"21100",2010,"population","fertility","40-44","births per 1000",3.5
"21100",2015,"population","fertility","40-44","births per 1000",4.7
"21100",2020,"population","fertility","40-44","births per 1000",5.4
"21110",2010,"population","fertility","40-44","births per 1000",2.5
"21110",2015,"population","fertility","40-44","births per 1000",5.7
"21110",2020,"population","fertility","40-44","births per 1000",6.3
"21120",2010,"population","fertility","40-44","births per 1000",2.6
"21120",2015,"population","fertility","40-44","births per 1000",10.4
"21120",2020,"population","fertility","40-44","births per 1000",10.9
"21130",2010,"population","fertility","40-44","births per 1000",3.3
"21130",2015,"population","fertility","40-44","births per 1000",5.3
"21130",2020,"population","fertility","40-44","births per 1000",7.1
"21140",2010,"population","fertility","40-44","births per 1000",3.5
"21140",2015,"population","fertility","40-44","births per 1000",7.5
"21140",2020,"population","fertility","40-44","births per 1000",6.9
"21150",2010,"population","fertility","40-44","births per 1000",3.2
"21150",2015,"population","fertility","40-44","births per 1000",5.9
"21150",2020,"population","fertility","40-44","births per 1000",5.3
"21310",2010,"population","fertility","40-44","births per 1000",3.9
"21310",2015,"population","fertility","40-44","births per 1000",7.6
"21310",2020,"population","fertility","40-44","births per 1000",8.5
"22010",2010,"population","fertility","40-44","births per 1000",3.1
"22010",2015,"population","fertility","40-44","births per 1000",6.7
"22010",2020,"population","fertility","40-44","births per 1000",10
"22020",2010,"population","fertility","40-44","births per 1000",4
"22020",2015,"population","fertility","40-44","births per 1000",5.6
"22020",2020,"population","fertility","40-44","births per 1000",7.1
"22030",2010,"population","fertility","40-44","births per 1000",2.2
"22030",2015,"population","fertility","40-44","births per 1000",3.8
"22030",2020,"population","fertility","40-44","births per 1000",4.3
"22040",2010,"population","fertility","40-44","births per 1000",5.5
"22040",2015,"population","fertility","40-44","births per 1000",5.8
"22040",2020,"population","fertility","40-44","births per 1000",6.7
"22050",2010,"population","fertility","40-44","births per 1000",3.5
"22050",2015,"population","fertility","40-44","births per 1000",4.3
"22050",2020,"population","fertility","40-44","births per 1000",6.2
"22060",2010,"population","fertility","40-44","births per 1000",2.5
"22060",2015,"population","fertility","40-44","births per 1000",4.3
"22060",2020,"population","fertility","40-44","births per 1000",4.8
"22070",2010,"population","fertility","40-44","births per 1000",2.7
"22070",2015,"population","fertility","40-44","births per 1000",4.6
"22070",2020,"population","fertility","40-44","births per 1000",4.4
"22310",2010,"population","fertility","40-44","births per 1000",4.7
"22310",2015,"population","fertility","40-44","births per 1000",6.3
"22310",2020,"population","fertility","40-44","births per 1000",7.8
"23010",2010,"population","fertility","40-44","births per 1000",5.5
"23010",2015,"population","fertility","40-44","births per 1000",7.9
"23010",2020,"population","fertility","40-44","births per 1000",7.7
"23020",2010,"population","fertility","40-44","births per 1000",4.1
"23020",2015,"population","fertility","40-44","births per 1000",6.9
"23020",2020,"population","fertility","40-44","births per 1000",2.4
"23030",2010,"population","fertility","40-44","births per 1000",4.2
"23030",2015,"population","fertility","40-44","births per 1000",4.8
"23030",2020,"population","fertility","40-44","births per 1000",NA
"23040",2010,"population","fertility","40-44","births per 1000",3.7
"23040",2015,"population","fertility","40-44","births per 1000",4.3
"23040",2020,"population","fertility","40-44","births per 1000",7.9
"23050",2010,"population","fertility","40-44","births per 1000",3.6
"23050",2015,"population","fertility","40-44","births per 1000",6.2
"23050",2020,"population","fertility","40-44","births per 1000",7.3
"23060",2010,"population","fertility","40-44","births per 1000",3.5
"23060",2015,"population","fertility","40-44","births per 1000",6.1
"23060",2020,"population","fertility","40-44","births per 1000",5
"23070",2010,"population","fertility","40-44","births per 1000",3.4
"23070",2015,"population","fertility","40-44","births per 1000",4.5
"23070",2020,"population","fertility","40-44","births per 1000",4.8
"23080",2010,"population","fertility","40-44","births per 1000",4
"23080",2015,"population","fertility","40-44","births per 1000",6.4
"23080",2020,"population","fertility","40-44","births per 1000",7.5
"23310",2010,"population","fertility","40-44","births per 1000",9.2
"23310",2015,"population","fertility","40-44","births per 1000",5
"23310",2020,"population","fertility","40-44","births per 1000",10.1
"23320",2010,"population","fertility","40-44","births per 1000",8.5
"23320",2015,"population","fertility","40-44","births per 1000",2.2
"23320",2020,"population","fertility","40-44","births per 1000",4.7
"24010",2010,"population","fertility","40-44","births per 1000",5.2
"24010",2015,"population","fertility","40-44","births per 1000",6.8
"24010",2020,"population","fertility","40-44","births per 1000",4.7
"24020",2010,"population","fertility","40-44","births per 1000",4.1
"24020",2015,"population","fertility","40-44","births per 1000",5.4
"24020",2020,"population","fertility","40-44","births per 1000",6.3
"24030",2010,"population","fertility","40-44","births per 1000",4
"24030",2015,"population","fertility","40-44","births per 1000",6.2
"24030",2020,"population","fertility","40-44","births per 1000",6.1
"24040",2010,"population","fertility","40-44","births per 1000",3.7
"24040",2015,"population","fertility","40-44","births per 1000",5.6
"24040",2020,"population","fertility","40-44","births per 1000",7.2
"24050",2010,"population","fertility","40-44","births per 1000",4
"24050",2015,"population","fertility","40-44","births per 1000",5.2
"24050",2020,"population","fertility","40-44","births per 1000",7
"25010",2010,"population","fertility","40-44","births per 1000",3.1
"25010",2015,"population","fertility","40-44","births per 1000",5
